raw_road_name,current_getRoadKey,proposed_canonical_key,proposed_canonical_name,match_type,confidence_score,candidate_names,source_file,source_scenario,source_name
habib ibrahim – desa sei mandala,habib ibrahim - desa sei mandala,habib ibrahim - desa sei mandala,Habib Ibrahim - Ds. Sei Mandala,exact,1.0,Habib Ibrahim - Ds. Sei Mandala,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
buluh – desa tebing tinggi,buluh - desa tebing tinggi,buluh - desa tebing tinggi,Buluh - Ds. Tebing Tinggi,exact,1.0,Buluh - Ds. Tebing Tinggi,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pagar haur – malutu,pagar haur - malutu,pagar haur - malutu,Pagar  Haur - Malutu,exact,1.0,Pagar  Haur - Malutu,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kantor camat loksado ii,kantor camat loksado ii,kantor camat loksado ii,Kantor Camat Loksado II,exact,1.0,Kantor Camat Loksado II,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kalumpang desa balanti – teratai,kalumpang desa balanti - teratai,kalumpang desa balanti - teratai,Kalumpang (Ds. Balanti) - Teratai,exact,1.0,Kalumpang (Ds. Balanti) - Teratai,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tibung raya – hamalau dalam,tibung raya - hamalau dalam,tibung raya - hamalau dalam,Tibung Raya - Hamalau Dalam,exact,1.0,Tibung Raya - Hamalau Dalam,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
negara – tumbukan banyu,negara - tumbukan banyu,negara - tumbukan banyu,Negara - Tumbukan Banyu,exact,1.0,Negara - Tumbukan Banyu,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sp 4 banjarbaru – pasar negara,sp 4 banjarbaru - pasar negara,sp 4 banjarbaru - pasar negara,SP.4 Banjarbaru - Pasar Negara,exact,1.0,SP.4 Banjarbaru - Pasar Negara,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
samping bappeda – mesjid darul halik,samping bappeda - mesjid darul halik,samping bappeda - mesjid darul halik,Samping Bappeda - Mesjid Darul Halik,exact,1.0,Samping Bappeda - Mesjid Darul Halik,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kalimput desa wasah hilir,kalimput desa wasah hilir,kalimput desa wasah hilir,Kalimput Desa Wasah Hilir,exact,1.0,Kalimput Desa Wasah Hilir,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sirih – taro,sirih - taro,sirih - taro,Sirih - Taro,exact,1.0,Sirih - Taro,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sirih – pacakan,sirih - pacakan,sirih - pacakan,Sirih - Pacakan,exact,1.0,Sirih - Pacakan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
aluh idut,aluh idut,aluh idut,Aluh Idut,exact,1.0,Aluh Idut,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
panglima batur,panglima batur,panglima batur,Panglima Batur,exact,1.0,Panglima Batur,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
musyawarah kandangan,musyawarah kandangan,musyawarah kandangan,Musyawarah (Kandangan),exact,1.0,Musyawarah (Kandangan),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
rahmah bahran,rahmah bahran,rahmah bahran,Rahmah Bahran,exact,1.0,Rahmah Bahran,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kandangan hulu – sp tabihi,kandangan hulu - sp tabihi,kandangan hulu - sp tabihi,Kandangan Hulu - Sp. Tabihi,exact,1.0,Kandangan Hulu - Sp. Tabihi,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
anggrek,anggrek,anggrek,Anggrek,exact,1.0,Anggrek,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
merah johansyah – melati,merah johansyah - melati,merah johansyah - melati,Merah Johansyah - Melati,exact,1.0,Merah Johansyah - Melati,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
parindra,parindra,parindra,Parindra,exact,1.0,Parindra,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pemuda,pemuda,pemuda,Pemuda,exact,1.0,Pemuda,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
lorong bupati,lorong bupati,lorong bupati,Lorong Bupati,exact,1.0,Lorong Bupati,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
soeprapto – h m rusli,soeprapto - h m rusli,soeprapto - h m rusli,Soeprapto - H.M Rusli,exact,1.0,Soeprapto - H.M Rusli,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
soetoyo – teluk mesjid,soetoyo - teluk mesjid,soetoyo - teluk mesjid,Soetoyo - Teluk Mesjid,exact,1.0,Soetoyo - Teluk Mesjid,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pasar kandangan – oprit jembt loklua,pasar kandangan - oprit jembt loklua,pasar kandangan - oprit jembt loklua,Pasar Kandangan - Oprit Jembt. Loklua,exact,1.0,Pasar Kandangan - Oprit Jembt. Loklua,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
di panjaitan – loklua,di panjaitan - loklua,di panjaitan - loklua,DI. Panjaitan - Loklua,exact,1.0,DI. Panjaitan - Loklua,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
teluk pinang – baluti,teluk pinang - baluti,teluk pinang - baluti,Teluk Pinang - Baluti,exact,1.0,Teluk Pinang - Baluti,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kesehatan – komp rmh dokter,kesehatan - komp rmh dokter,kesehatan - komp rmh dokter,Kesehatan - Komp. Rmh Dokter,exact,1.0,Kesehatan - Komp. Rmh Dokter,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
al – ikhlas – desa baluti,al - ikhlas - desa baluti,al - ikhlas - desa baluti,Al - Ikhlas - Ds. Baluti,exact,1.0,Al - Ikhlas - Ds. Baluti,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
taniran selatan – rantauan,taniran selatan - rantauan,taniran selatan - rantauan,Taniran Selatan - Rantauan,exact,1.0,Taniran Selatan - Rantauan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sekolah islam kandangan barat,sekolah islam kandangan barat,sekolah islam kandangan barat,Sekolah Islam (Kandangan Barat),exact,1.0,Sekolah Islam (Kandangan Barat),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
wahab syahrani,wahab syahrani,wahab syahrani,Wahab Syahrani,exact,1.0,Wahab Syahrani,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kolonel sugiono,kolonel sugiono,kolonel sugiono,Kolonel Sugiono,exact,1.0,Kolonel Sugiono,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
aes nasution,aes nasution,aes nasution,AES Nasution,exact,1.0,AES Nasution,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
air miris – desa wasah hilir,air miris - desa wasah hilir,air miris - desa wasah hilir,Air Miris - Ds. Wasah Hilir,exact,1.0,Air Miris - Ds. Wasah Hilir,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
nusa indah,nusa indah,nusa indah,Nusa Indah,exact,1.0,Nusa Indah,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
mawar kandangan utara,mawar kandangan utara,mawar kandangan utara,Mawar (Kandangan Utara),exact,1.0,Mawar (Kandangan Utara),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kenanga,kenanga,kenanga,Kenanga,exact,1.0,Kenanga,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
bina bakat,bina bakat,bina bakat,Bina Bakat,exact,1.0,Bina Bakat,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
satria,satria,satria,Satria,exact,1.0,Satria,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
musyawarah nagara,musyawarah nagara,musyawarah nagara,Musyawarah (Nagara),exact,1.0,Musyawarah (Nagara),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kantor camat daha selatan ii,kantor camat daha selatan ii,kantor camat daha selatan ii,Kantor Camat Daha Selatan II,exact,1.0,Kantor Camat Daha Selatan II,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pertukangan,pertukangan,pertukangan,Pertukangan,exact,1.0,Pertukangan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sei kacil ii,sei kacil ii,sei kacil ii,Sungai Kacil II,exact,1.0,Sungai Kacil II,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
jangkang – desa wasah hilir,jangkang - desa wasah hilir,jangkang - desa wasah hilir,Jangkang - Ds. Wasah Hilir,exact,1.0,Jangkang - Ds. Wasah Hilir,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
habib,habib,habib,Habib,exact,1.0,Habib,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sekolah islam sei pinang,sekolah islam sei pinang,sekolah islam sei pinang,Sekolah Islam (Sungai Pinang),exact,1.0,Sekolah Islam (Sungai Pinang),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
batang kulur kiri – durian landung,batang kulur kiri - durian landung,batang kulur kiri - durian landung,Batang Kulur Kiri - Durian Landung,exact,1.0,Batang Kulur Kiri - Durian Landung,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
samping kantor camat daha utara,samping kantor camat daha utara,samping kantor camat daha utara,Samping Kantor Camat Daha Utara,exact,1.0,Samping Kantor Camat Daha Utara,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
silaturrahim,silaturrahim,silaturrahim,Silaturrahim,exact,1.0,Silaturrahim,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
bayanan – habirau tengah,bayanan - habirau tengah,bayanan - habirau tengah,Bayanan - Habirau Tengah,exact,1.0,Bayanan - Habirau Tengah,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pandak daun – baruh jaya – samuda,pandak daun - baruh jaya - samuda,pandak daun - baruh jaya - samuda,Pandak Daun - Baruh Jaya - Samuda,exact,1.0,Pandak Daun - Baruh Jaya - Samuda,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
baiturrahim parincahan,baiturrahim parincahan,baiturrahim parincahan,Baiturrahim Parincahan,exact,1.0,Baiturrahim Parincahan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
samuda – bajayau,samuda - bajayau,samuda - bajayau,Samuda - Bajayau,exact,1.0,Samuda - Bajayau,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
baluti – jambu hulu paku,baluti - jambu hulu paku,baluti - jambu hulu paku,Baluti - Jambu Hulu (Paku),exact,1.0,Baluti - Jambu Hulu (Paku),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tanjungan – sp 3 sakijang,tanjungan - sp 3 sakijang,tanjungan - sp 3 sakijang,Tanjungan - Sp. 3 Sakijang,exact,1.0,Tanjungan - Sp. 3 Sakijang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
karang jawa – ambarai – sei bungur,karang jawa - ambarai - sei bungur,karang jawa - ambarai - sei bungur,Karang Jawa -Ambarai - Sungai Bungur,exact,1.0,Karang Jawa -Ambarai - Sungai Bungur,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
paku jambu hulu – ganda,paku jambu hulu - ganda,paku jambu hulu - ganda,Paku (Jambu Hulu) - Ganda,exact,1.0,Paku (Jambu Hulu) - Ganda,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
hamalau – telaga bidadari – wasah hilir,hamalau - telaga bidadari - wasah hilir,hamalau - telaga bidadari - wasah hilir,Hamalau - Telaga Bidadari - Wasah Hilir,exact,1.0,Hamalau - Telaga Bidadari - Wasah Hilir,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
biti – sei kupang karya bakti tni,biti - sei kupang karya bakti tni,biti - sei kupang karya bakti tni,Biti - Sungai Kupang (Karya Bakti TNI),exact,1.0,Biti - Sungai Kupang (Karya Bakti TNI),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
karasikan – sarang halang,karasikan - sarang halang,karasikan - sarang halang,Karasikan - Sarang Halang,exact,1.0,Karasikan - Sarang Halang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
hamayung – hakurung dalam,hamayung - hakurung dalam,hamayung - hakurung dalam,Hamayung - Hakurung Dalam,exact,1.0,Hamayung - Hakurung Dalam,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
dahlia,dahlia,dahlia,Dahlia,exact,1.0,Dahlia,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
padang haur – desa wasah tengah,padang haur - desa wasah tengah,padang haur - desa wasah tengah,Padang Haur - Ds. Wasah Tengah,exact,1.0,Padang Haur - Ds. Wasah Tengah,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
bayampah – tanuhi – tugu niih,bayampah - tanuhi - tugu niih,bayampah - tanuhi - tugu niih,Bayampah - Tanuhi - Tugu Niih,exact,1.0,Bayampah - Tanuhi - Tugu Niih,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
jafri zamzam,jafri zamzam,jafri zamzam,Jafri Zamzam,exact,1.0,Jafri Zamzam,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
ulin – tanggul balai mas,ulin - tanggul balai mas,ulin - tanggul balai mas,Ulin - Tanggul (Balai Mas),exact,1.0,Ulin - Tanggul (Balai Mas),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tembok lama – loklua,tembok lama - loklua,tembok lama - loklua,Tembok Lama - Loklua,exact,1.0,Tembok Lama - Loklua,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
wasah hilir – amparaya,wasah hilir - amparaya,wasah hilir - amparaya,Wasah Hilir - Amparaya,exact,1.0,Wasah Hilir - Amparaya,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pandulangan – kalinduku,pandulangan - kalinduku,pandulangan - kalinduku,Pandulangan - Kalinduku,exact,1.0,Pandulangan - Kalinduku,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sei raya selatan – sarang halang,sei raya selatan - sarang halang,sei raya selatan - sarang halang,Sungai Raya Selatan - Sarang Halang,exact,1.0,Sungai Raya Selatan - Sarang Halang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kacang parang ulang – balai mawak – kias,kacang parang ulang - balai mawak - kias,kacang parang ulang - balai mawak - kias,Kacang Parang (Ulang) - Balai Mawak-Kias,exact,1.0,Kacang Parang (Ulang) - Balai Mawak-Kias,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
rambai – bariang,rambai - bariang,rambai - bariang,Rambai - Bariang,exact,1.0,Rambai - Bariang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sei kudung – kalinduku,sei kudung - kalinduku,sei kudung - kalinduku,Sungai Kudung - Kalinduku,exact,1.0,Sungai Kudung - Kalinduku,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
banua hanyar – desa tanjung selor,banua hanyar - desa tanjung selor,banua hanyar - desa tanjung selor,Banua Hanyar - Ds. Tanjung Selor,exact,1.0,Banua Hanyar - Ds. Tanjung Selor,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
bamban tengah – lok nyiur,bamban tengah - lok nyiur,bamban tengah - lok nyiur,Bamban Tengah - Lok Nyiur,exact,1.0,Bamban Tengah - Lok Nyiur,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sp 4 baru tampang – sp bilui pamujaan,sp 4 baru tampang - sp bilui pamujaan,sp 4 baru tampang - sp bilui pamujaan,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,exact,1.0,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
muning tengah – batang alai pihanin raya,muning tengah - batang alai pihanin raya,muning tengah - batang alai pihanin raya,Muning Tengah - Batang Alai (Pihanin Raya),exact,1.0,Muning Tengah - Batang Alai (Pihanin Raya),report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
suriangpati – gambah dalam barat,suriangpati - gambah dalam barat,suriangpati - gambah dalam barat,Suriangpati - Gambah Dalam Barat,exact,1.0,Suriangpati - Gambah Dalam Barat,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
mawangi – bukuanin – telaga langsat,mawangi - bukuanin - telaga langsat,mawangi - bukuanin - telaga langsat,Mawangi - Bukuanin - Telaga Langsat,exact,1.0,Mawangi - Bukuanin - Telaga Langsat,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kalumpang selatan – desa asam tamiyang,kalumpang selatan - desa asam tamiyang,kalumpang selatan - desa asam tamiyang,Kalumpang Selatan - Ds. Asam Tamiyang,exact,1.0,Kalumpang Selatan - Ds. Asam Tamiyang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sp hamalau – teluk pinang,sp hamalau - teluk pinang,sp hamalau - teluk pinang,Simpang Hamalau - Teluk Pinang,exact,1.0,Simpang Hamalau - Teluk Pinang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
panjampang bahagia – hanau,panjampang bahagia - hanau,panjampang bahagia - hanau,Panjampang Bahagia - Hanau,exact,1.0,Panjampang Bahagia - Hanau,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tambak pipii – batu ampar,tambak pipii - batu ampar,tambak pipii - batu ampar,Tambak Pipii - Batu Ampar,exact,1.0,Tambak Pipii - Batu Ampar,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kenanga – desa baruh kambang,kenanga - desa baruh kambang,kenanga - desa baruh kambang,Kenanga - Ds. Baruh Kambang,exact,1.0,Kenanga - Ds. Baruh Kambang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kaliring – sp padang batung,kaliring - sp padang batung,kaliring - sp padang batung,Kaliring - Sp. Padang Batung,exact,1.0,Kaliring - Sp. Padang Batung,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tanayung – simp ambarai,tanayung - simp ambarai,tanayung - simp ambarai,Tanayung - Simp. Ambarai,exact,1.0,Tanayung - Simp. Ambarai,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
muara hariang – bayumbung,muara hariang - bayumbung,muara hariang - bayumbung,Muara Hariang - Bayumbung,exact,1.0,Muara Hariang - Bayumbung,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pembangunan – desa sei raya utara,pembangunan - desa sei raya utara,pembangunan - desa sei raya utara,Pembangunan - Ds. Sungai Raya Utara,exact,1.0,Pembangunan - Ds. Sungai Raya Utara,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sp 3 bukuanin – riam talo,sp 3 bukuanin - riam talo,sp 3 bukuanin - riam talo,Sp.3 Bukuanin - Riam Talo,exact,1.0,Sp.3 Bukuanin - Riam Talo,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
batu laki – muara pipii,batu laki - muara pipii,batu laki - muara pipii,Batu Laki - Muara Pipii,exact,1.0,Batu Laki - Muara Pipii,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
mawangi – pariangan,mawangi - pariangan,mawangi - pariangan,Mawangi - Pariangan,exact,1.0,Mawangi - Pariangan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sp malutu – tambak,sp malutu - tambak,sp malutu - tambak,Simpang Malutu - Tambak,exact,1.0,Simpang Malutu - Tambak,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
loklahung – kamawakan,loklahung - kamawakan,loklahung - kamawakan,Loklahung - Kamawakan,exact,1.0,Loklahung - Kamawakan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
hakurung dalam – desa sei haji,hakurung dalam - desa sei haji,hakurung dalam - desa sei haji,Hakurung Dalam - Ds. Sungai Haji,exact,1.0,Hakurung Dalam - Ds. Sungai Haji,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
kayu abang – paya,kayu abang - paya,kayu abang - paya,Kayu Abang - Paya,exact,1.0,Kayu Abang - Paya,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
gambah luar – sei kudung,gambah luar - sei kudung,gambah luar - sei kudung,Gambah Luar - Sungai Kudung,exact,1.0,Gambah Luar - Sungai Kudung,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
muara pipii – tambak pipii,muara pipii - tambak pipii,muara pipii - tambak pipii,Muara Pipii - Tambak Pipii,exact,1.0,Muara Pipii - Tambak Pipii,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
telaga langsat – pakuan timur,telaga langsat - pakuan timur,telaga langsat - pakuan timur,Telaga Langsat - Pakuan Timur,exact,1.0,Telaga Langsat - Pakuan Timur,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
taniran tengah – taniran selatan,taniran tengah - taniran selatan,taniran tengah - taniran selatan,Taniran Tengah - Taniran Selatan,exact,1.0,Taniran Tengah - Taniran Selatan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
muning tengah – desa muning dalam,muning tengah - desa muning dalam,muning tengah - desa muning dalam,Muning Tengah - Ds. Muning Dalam,exact,1.0,Muning Tengah - Ds. Muning Dalam,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tanuhi – hulu banyu,tanuhi - hulu banyu,tanuhi - hulu banyu,Tanuhi - Hulu Banyu,exact,1.0,Tanuhi - Hulu Banyu,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
bubuih – desa halunuk,bubuih - desa halunuk,bubuih - desa halunuk,Bubuih - Ds. Halunuk,exact,1.0,Bubuih - Ds. Halunuk,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
tanah bangkang menuju balai benih ikan,tanah bangkang menuju balai benih ikan,tanah bangkang menuju balai benih ikan,Tanah Bangkang Menuju Balai Benih Ikan,exact,1.0,Tanah Bangkang Menuju Balai Benih Ikan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sakincung – desa hakurung dalam,sakincung - desa hakurung dalam,sakincung - desa hakurung dalam,Sakincung - Ds. Hakurung Dalam,exact,1.0,Sakincung - Ds. Hakurung Dalam,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
ulang – bangkaun,ulang - bangkaun,ulang - bangkaun,Ulang - Bangkaun,exact,1.0,Ulang - Bangkaun,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
bubuih desa halunuk – kandihin,bubuih desa halunuk - kandihin,bubuih desa halunuk - kandihin,Bubuih (Ds. Halunuk) - Kandihin,exact,1.0,Bubuih (Ds. Halunuk) - Kandihin,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sei bugundi,sei bugundi,sei bugundi,Sungai Bugundi,exact,1.0,Sungai Bugundi,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sarang halang padang – sp batang kulur,sarang halang padang - sp batang kulur,sarang halang padang - sp batang kulur,Sarang Halang Padang - Sp. Batang Kulur,exact,1.0,Sarang Halang Padang - Sp. Batang Kulur,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
hamak – umbai,hamak - umbai,hamak - umbai,Hamak - Umbai,exact,1.0,Hamak - Umbai,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
sp malutu – pahampangan,sp malutu - pahampangan,sp malutu - pahampangan,Simpang Malutu - Pahampangan,exact,1.0,Simpang Malutu - Pahampangan,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
madang – ambutun,madang - ambutun,madang - ambutun,Madang - Ambutun,exact,1.0,Madang - Ambutun,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
teluk pinang – padang rasau,teluk pinang - padang rasau,teluk pinang - padang rasau,Teluk Pinang - Padang Rasau,exact,1.0,Teluk Pinang - Padang Rasau,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
hamalau – ganda,hamalau - ganda,hamalau - ganda,Hamalau - Ganda,exact,1.0,Hamalau - Ganda,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
pagat batu – muara hariang,pagat batu - muara hariang,pagat batu - muara hariang,Pagat Batu - Muara Hariang,exact,1.0,Pagat Batu - Muara Hariang,report_rerank_refined_planned_tender_2026_20260417_212741.xlsx,refined_rerank_tender2026,rankings
