raw_road_name,current_getRoadKey,proposed_canonical_key,proposed_canonical_name,match_type,confidence_score,candidate_names,source_file,source_scenario,source_name
Panglima Batur,panglima batur,panglima batur,Panglima Batur,exact,1.0,Panglima Batur,master_report_20_Variabel.xlsx,normatif_20,rankings
Aluh Idut,aluh idut,aluh idut,Aluh Idut,exact,1.0,Aluh Idut,master_report_20_Variabel.xlsx,normatif_20,rankings
Merah Johansyah - Melati,merah johansyah - melati,merah johansyah - melati,Merah Johansyah - Melati,exact,1.0,Merah Johansyah - Melati,master_report_20_Variabel.xlsx,normatif_20,rankings
Pemuda,pemuda,pemuda,Pemuda,exact,1.0,Pemuda,master_report_20_Variabel.xlsx,normatif_20,rankings
Bakarung - Rantauan,bakarung - rantauan,bakarung - rantauan,Bakarung - Rantauan,exact,1.0,Bakarung - Rantauan,master_report_20_Variabel.xlsx,normatif_20,rankings
Parindra,parindra,parindra,Parindra,exact,1.0,Parindra,master_report_20_Variabel.xlsx,normatif_20,rankings
Wasah Tengah - Sungai Tarap,wasah tengah - sungai tarap,wasah tengah - sei tarap,Wasah Tengah - Sungai Tarap,normalized,0.97,Wasah Tengah - Sungai Tarap,master_report_20_Variabel.xlsx,normatif_20,rankings
Kesehatan - Komp. Rmh Dokter,kesehatan - komp. rmh dokter,kesehatan - komp rmh dokter,Kesehatan - Komp. Rmh Dokter,normalized,0.97,Kesehatan - Komp. Rmh Dokter,master_report_20_Variabel.xlsx,normatif_20,rankings
Simpur - Sp. 3 Muara Paring Agung,simpur - sp. 3 muara paring agung,simpur - sp 3 muara paring agung,Simpur - Sp. 3 Muara Paring Agung,normalized,0.97,Simpur - Sp. 3 Muara Paring Agung,master_report_20_Variabel.xlsx,normatif_20,rankings
Anggrek,anggrek,anggrek,Anggrek,exact,1.0,Anggrek,master_report_20_Variabel.xlsx,normatif_20,rankings
Wahab Syahrani,wahab syahrani,wahab syahrani,Wahab Syahrani,exact,1.0,Wahab Syahrani,master_report_20_Variabel.xlsx,normatif_20,rankings
Menuju Stadion 2 Desember,menuju stadion 2 desember,menuju stadion 2 desember,Menuju Stadion 2 Desember,exact,1.0,Menuju Stadion 2 Desember,master_report_20_Variabel.xlsx,normatif_20,rankings
Teluk Mesjid - Sp. 4 Muara Banta,teluk mesjid - sp. 4 muara banta,teluk mesjid - sp 4 muara banta,Teluk Mesjid - Sp. 4 Muara Banta,normalized,0.97,Teluk Mesjid - Sp. 4 Muara Banta,master_report_20_Variabel.xlsx,normatif_20,rankings
Taniran Selatan - Rantauan,taniran selatan - rantauan,taniran selatan - rantauan,Taniran Selatan - Rantauan,exact,1.0,Taniran Selatan - Rantauan,master_report_20_Variabel.xlsx,normatif_20,rankings
Hamalau - Pahampangan,hamalau - pahampangan,hamalau - pahampangan,Hamalau - Pahampangan,exact,1.0,Hamalau - Pahampangan,master_report_20_Variabel.xlsx,normatif_20,rankings
Angkinang - Telaga Langsat,angkinang - telaga langsat,angkinang - telaga langsat,Angkinang - Telaga Langsat,exact,1.0,Angkinang - Telaga Langsat,master_report_20_Variabel.xlsx,normatif_20,rankings
Tibung Raya - Asam Cangkuk,tibung raya - asam cangkuk,tibung raya - asam cangkuk,Tibung Raya - Asam Cangkuk,exact,1.0,Tibung Raya - Asam Cangkuk,master_report_20_Variabel.xlsx,normatif_20,rankings
Rantauan - Sungai Baru (Pulau),rantauan - sungai baru (pulau),rantauan - sei baru pulau,Rantauan - Sungai Baru (Pulau),normalized,0.97,Rantauan - Sungai Baru (Pulau),master_report_20_Variabel.xlsx,normatif_20,rankings
Taal Batang Kulur - Sp. 3 Muara Prg Agung,taal batang kulur - sp. 3 muara prg agung,taal batang kulur - sp 3 muara prg agung,Taal Batang Kulur - Sp. 3 Muara Prg Agung,normalized,0.97,Taal Batang Kulur - Sp. 3 Muara Prg Agung,master_report_20_Variabel.xlsx,normatif_20,rankings
Newangsekarti - Ds. Gambah Luar Muka,newangsekarti - ds. gambah luar muka,newangsekarti - desa gambah luar muka,Newangsekarti - Ds. Gambah Luar Muka,normalized,0.97,Newangsekarti - Ds. Gambah Luar Muka,master_report_20_Variabel.xlsx,normatif_20,rankings
Papancan - Ds. Tanah Bangkang,papancan - ds. tanah bangkang,papancan - desa tanah bangkang,Papancan - Ds. Tanah Bangkang,normalized,0.97,Papancan - Ds. Tanah Bangkang,master_report_20_Variabel.xlsx,normatif_20,rankings
Air Miris - Ds. Wasah Hilir,air miris - ds. wasah hilir,air miris - desa wasah hilir,Air Miris - Ds. Wasah Hilir,normalized,0.97,Air Miris - Ds. Wasah Hilir,master_report_20_Variabel.xlsx,normatif_20,rankings
Kolonel Sugiono,kolonel sugiono,kolonel sugiono,Kolonel Sugiono,exact,1.0,Kolonel Sugiono,master_report_20_Variabel.xlsx,normatif_20,rankings
AES Nasution,aes nasution,aes nasution,AES Nasution,exact,1.0,AES Nasution,master_report_20_Variabel.xlsx,normatif_20,rankings
Musyawarah (Nagara),musyawarah (nagara),musyawarah nagara,Musyawarah (Nagara),normalized,0.97,Musyawarah (Nagara),master_report_20_Variabel.xlsx,normatif_20,rankings
Pertanian - Ds. Wasah Tengah,pertanian - ds. wasah tengah,pertanian - desa wasah tengah,Pertanian - Ds. Wasah Tengah,normalized,0.97,Pertanian - Ds. Wasah Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
Tumbukan Banyu - Banua Hanyar,tumbukan banyu - banua hanyar,tumbukan banyu - banua hanyar,Tumbukan Banyu - Banua Hanyar,exact,1.0,Tumbukan Banyu - Banua Hanyar,master_report_20_Variabel.xlsx,normatif_20,rankings
Wasah Hilir - Sarang Halang,wasah hilir - sarang halang,wasah hilir - sarang halang,Wasah Hilir - Sarang Halang,exact,1.0,Wasah Hilir - Sarang Halang,master_report_20_Variabel.xlsx,normatif_20,rankings
Amawang Muka - Getek,amawang muka - getek,amawang muka - getek,Amawang Muka - Getek,exact,1.0,Amawang Muka - Getek,master_report_20_Variabel.xlsx,normatif_20,rankings
Karang Intan - Tanah Bangkang,karang intan - tanah bangkang,karang intan - tanah bangkang,Karang Intan - Tanah Bangkang,exact,1.0,Karang Intan - Tanah Bangkang,master_report_20_Variabel.xlsx,normatif_20,rankings
Haritas (PT. Pertani),haritas (pt. pertani),haritas pt pertani,Haritas (PT. Pertani),normalized,0.97,Haritas (PT. Pertani),master_report_20_Variabel.xlsx,normatif_20,rankings
Singakarsa - Palas,singakarsa - palas,singakarsa - palas,Singakarsa - Palas,exact,1.0,Singakarsa - Palas,master_report_20_Variabel.xlsx,normatif_20,rankings
Tawia - Kayu Abang,tawia - kayu abang,tawia - kayu abang,Tawia - Kayu Abang,exact,1.0,Tawia - Kayu Abang,master_report_20_Variabel.xlsx,normatif_20,rankings
Bina Bakat,bina bakat,bina bakat,Bina Bakat,exact,1.0,Bina Bakat,master_report_20_Variabel.xlsx,normatif_20,rankings
SP.4. Banjarbaru - Pihanin Raya,sp.4. banjarbaru - pihanin raya,sp 4 banjarbaru - pihanin raya,SP.4. Banjarbaru - Pihanin Raya,normalized,0.97,SP.4. Banjarbaru - Pihanin Raya,master_report_20_Variabel.xlsx,normatif_20,rankings
Slasa Garih - Ds. Kapuh,slasa garih - ds. kapuh,slasa garih - desa kapuh,Slasa Garih - Ds. Kapuh,normalized,0.97,Slasa Garih - Ds. Kapuh,master_report_20_Variabel.xlsx,normatif_20,rankings
Gerilya - Ds. Simpur,gerilya - ds. simpur,gerilya - desa simpur,Gerilya - Ds. Simpur,normalized,0.97,Gerilya - Ds. Simpur,master_report_20_Variabel.xlsx,normatif_20,rankings
Kalumpang - Baruh,kalumpang - baruh,kalumpang - baruh,Kalumpang - Baruh,exact,1.0,Kalumpang - Baruh,master_report_20_Variabel.xlsx,normatif_20,rankings
Jangkang - Ds. Wasah Hilir,jangkang - ds. wasah hilir,jangkang - desa wasah hilir,Jangkang - Ds. Wasah Hilir,normalized,0.97,Jangkang - Ds. Wasah Hilir,master_report_20_Variabel.xlsx,normatif_20,rankings
Pandan Sari - Ds. Angkinang,pandan sari - ds. angkinang,pandan sari - desa angkinang,Pandan Sari - Ds. Angkinang,normalized,0.97,Pandan Sari - Ds. Angkinang,master_report_20_Variabel.xlsx,normatif_20,rankings
Karampaci - Ds. Kapuh,karampaci - ds. kapuh,karampaci - desa kapuh,Karampaci - Ds. Kapuh,normalized,0.97,Karampaci - Ds. Kapuh,master_report_20_Variabel.xlsx,normatif_20,rankings
Ds. Kapuh Tengah (Menuju Majelis Talim),ds. kapuh tengah (menuju majelis talim),desa kapuh tengah menuju majelis talim,Ds. Kapuh Tengah (Menuju Majelis Talim),normalized,0.97,Ds. Kapuh Tengah (Menuju Majelis Talim),master_report_20_Variabel.xlsx,normatif_20,rankings
Hamalau - Asam Cangkok,hamalau - asam cangkok,hamalau - asam cangkok,Hamalau - Asam Cangkok,exact,1.0,Hamalau - Asam Cangkok,master_report_20_Variabel.xlsx,normatif_20,rankings
Teratai Menuju Komplek Perumnas Hamalau,teratai menuju komplek perumnas hamalau,teratai menuju komp perumnas hamalau,Teratai Menuju Komplek Perumnas Hamalau,fuzzy,0.96,Teratai Menuju Komplek Perumnas Hamalau,master_report_20_Variabel.xlsx,normatif_20,rankings
Simpur - Simp. Bilui,simpur - simp. bilui,simpur - simp bilui,Simpur - Simp. Bilui,normalized,0.97,Simpur - Simp. Bilui,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Kacil I - Kapuh Padang,sungai kacil i - kapuh padang,sei kacil i - kapuh padang,Sungai Kacil I - Kapuh Padang,normalized,0.97,Sungai Kacil I - Kapuh Padang,master_report_20_Variabel.xlsx,normatif_20,rankings
Papagaran - Ds. Amawang Kanan,papagaran - ds. amawang kanan,papagaran - desa amawang kanan,Papagaran - Ds. Amawang Kanan,normalized,0.97,Papagaran - Ds. Amawang Kanan,master_report_20_Variabel.xlsx,normatif_20,rankings
Munggu Raya - Ds. Hariti,munggu raya - ds. hariti,munggu raya - desa hariti,Munggu Raya - Ds. Hariti,normalized,0.97,Munggu Raya - Ds. Hariti,master_report_20_Variabel.xlsx,normatif_20,rankings
Halayung - Hantarukung,halayung - hantarukung,halayung - hantarukung,Halayung - Hantarukung,exact,1.0,Halayung - Hantarukung,master_report_20_Variabel.xlsx,normatif_20,rankings
Ambarai - Madang,ambarai - madang,ambarai - madang,Ambarai - Madang,exact,1.0,Ambarai - Madang,master_report_20_Variabel.xlsx,normatif_20,rankings
Pianggu,pianggu,pianggu,Pianggu,exact,1.0,Pianggu,master_report_20_Variabel.xlsx,normatif_20,rankings
Kalimput Desa Wasah Hilir,kalimput desa wasah hilir,kalimput desa wasah hilir,Kalimput Desa Wasah Hilir,exact,1.0,Kalimput Desa Wasah Hilir,master_report_20_Variabel.xlsx,normatif_20,rankings
At-Taubah - Ds. Kapuh,at-taubah - ds. kapuh,at - taubah - desa kapuh,At-Taubah - Ds. Kapuh,fuzzy,0.9565,At-Taubah - Ds. Kapuh,master_report_20_Variabel.xlsx,normatif_20,rankings
Al - Ikhlas - Ds. Baluti,al - ikhlas - ds. baluti,al - ikhlas - desa baluti,Al - Ikhlas - Ds. Baluti,normalized,0.97,Al - Ikhlas - Ds. Baluti,master_report_20_Variabel.xlsx,normatif_20,rankings
Rawati - Ds. Panjampang Bahagia,rawati - ds. panjampang bahagia,rawati - desa panjampang bahagia,Rawati - Ds. Panjampang Bahagia,normalized,0.97,Rawati - Ds. Panjampang Bahagia,master_report_20_Variabel.xlsx,normatif_20,rankings
Firdaus - Ds. Kapuh,firdaus - ds. kapuh,firdaus - desa kapuh,Firdaus - Ds. Kapuh,normalized,0.97,Firdaus - Ds. Kapuh,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Kacil II,sungai kacil ii,sei kacil ii,Sungai Kacil II,normalized,0.97,Sungai Kacil II,master_report_20_Variabel.xlsx,normatif_20,rankings
Banua Kambang - Ds. Wasah Tengah,banua kambang - ds. wasah tengah,banua kambang - desa wasah tengah,Banua Kambang - Ds. Wasah Tengah,normalized,0.97,Banua Kambang - Ds. Wasah Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
Negara - Tumbukan Banyu,negara - tumbukan banyu,negara - tumbukan banyu,Negara - Tumbukan Banyu,exact,1.0,Negara - Tumbukan Banyu,master_report_20_Variabel.xlsx,normatif_20,rankings
Sirih - Taro,sirih - taro,sirih - taro,Sirih - Taro,exact,1.0,Sirih - Taro,master_report_20_Variabel.xlsx,normatif_20,rankings
Kalumpang - Balimau,kalumpang - balimau,kalumpang - balimau,Kalumpang - Balimau,exact,1.0,Kalumpang - Balimau,master_report_20_Variabel.xlsx,normatif_20,rankings
Tembok Kacil. Sei. Kudung,tembok kacil. sei. kudung,tembok kacil sei kudung,Tembok Kacil. Sei. Kudung,normalized,0.97,Tembok Kacil. Sei. Kudung,master_report_20_Variabel.xlsx,normatif_20,rankings
Balaimas - Hanau,balaimas - hanau,balaimas - hanau,Balaimas - Hanau,exact,1.0,Balaimas - Hanau,master_report_20_Variabel.xlsx,normatif_20,rankings
H. Saim Garunggang - Kalimput,h. saim garunggang - kalimput,h saim garunggang - kalimput,H. Saim Garunggang - Kalimput,normalized,0.97,H. Saim Garunggang - Kalimput,master_report_20_Variabel.xlsx,normatif_20,rankings
Taminung,taminung,taminung,Taminung,exact,1.0,Taminung,master_report_20_Variabel.xlsx,normatif_20,rankings
Bayanan - Habirau Tengah,bayanan - habirau tengah,bayanan - habirau tengah,Bayanan - Habirau Tengah,exact,1.0,Bayanan - Habirau Tengah,master_report_20_Variabel.xlsx,normatif_20,rankings
KH. Ramli - DS. Amparaya,kh. ramli - ds. amparaya,kh ramli - desa amparaya,KH. Ramli - DS. Amparaya,normalized,0.97,KH. Ramli - DS. Amparaya,master_report_20_Variabel.xlsx,normatif_20,rankings
Telaga Banta - Patigan,telaga banta - patigan,telaga banta - patigan,Telaga Banta - Patigan,exact,1.0,Telaga Banta - Patigan,master_report_20_Variabel.xlsx,normatif_20,rankings
Paharuangan - Sei. Raya Selatan,paharuangan - sei. raya selatan,paharuangan - sei raya selatan,Paharuangan - Sei. Raya Selatan,normalized,0.97,Paharuangan - Sei. Raya Selatan,master_report_20_Variabel.xlsx,normatif_20,rankings
Pendawa - Ds. Tebing Tinggi,pendawa - ds. tebing tinggi,pendawa - desa tebing tinggi,Pendawa - Ds. Tebing Tinggi,normalized,0.97,Pendawa - Ds. Tebing Tinggi,master_report_20_Variabel.xlsx,normatif_20,rankings
Pandak Daun - Baruh Jaya - Samuda,pandak daun - baruh jaya - samuda,pandak daun - baruh jaya - samuda,Pandak Daun - Baruh Jaya - Samuda,exact,1.0,Pandak Daun - Baruh Jaya - Samuda,master_report_20_Variabel.xlsx,normatif_20,rankings
Kantor Camat Daha Selatan II,kantor camat daha selatan ii,kantor camat daha selatan ii,Kantor Camat Daha Selatan II,exact,1.0,Kantor Camat Daha Selatan II,master_report_20_Variabel.xlsx,normatif_20,rankings
Lorong Bupati,lorong bupati,lorong bupati,Lorong Bupati,exact,1.0,Lorong Bupati,master_report_20_Variabel.xlsx,normatif_20,rankings
Pajah Api - Ds. Kapuh,pajah api - ds. kapuh,pajah api - desa kapuh,Pajah Api - Ds. Kapuh,normalized,0.97,Pajah Api - Ds. Kapuh,master_report_20_Variabel.xlsx,normatif_20,rankings
KS. Tubun,ks. tubun,ks tubun,KS. Tubun,normalized,0.97,KS. Tubun,master_report_20_Variabel.xlsx,normatif_20,rankings
Kandangan Hulu - Sp. Tabihi,kandangan hulu - sp. tabihi,kandangan hulu - sp tabihi,Kandangan Hulu - Sp. Tabihi,normalized,0.97,Kandangan Hulu - Sp. Tabihi,master_report_20_Variabel.xlsx,normatif_20,rankings
Balanti - (Ex. P3DT),balanti - (ex. p3dt),balanti - p3dt,Balanti - (Ex. P3DT),ambiguous,0.9032,Balanti - (Ex. P3DT),master_report_20_Variabel.xlsx,normatif_20,rankings
Goha - Ds. Amawang Kanan,goha - ds. amawang kanan,goha - desa amawang kanan,Goha - Ds. Amawang Kanan,normalized,0.97,Goha - Ds. Amawang Kanan,master_report_20_Variabel.xlsx,normatif_20,rankings
Angkakai - Ds. Amawang Kiri,angkakai - ds. amawang kiri,angkakai - desa amawang kiri,Angkakai - Ds. Amawang Kiri,normalized,0.97,Angkakai - Ds. Amawang Kiri,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Durian - Ds. Gumbil,sungai durian - ds. gumbil,sei durian - desa gumbil,Sungai Durian - Ds. Gumbil,normalized,0.97,Sungai Durian - Ds. Gumbil,master_report_20_Variabel.xlsx,normatif_20,rankings
Batang Kulur Kiri - Durian Landung,batang kulur kiri - durian landung,batang kulur kiri - durian landung,Batang Kulur Kiri - Durian Landung,exact,1.0,Batang Kulur Kiri - Durian Landung,master_report_20_Variabel.xlsx,normatif_20,rankings
Mangamol - Ds. Pantai Ulin,mangamol - ds. pantai ulin,mangamol - desa pantai ulin,Mangamol - Ds. Pantai Ulin,normalized,0.97,Mangamol - Ds. Pantai Ulin,master_report_20_Variabel.xlsx,normatif_20,rankings
Sekolah Islam (Sungai Pinang),sekolah islam (sungai pinang),sekolah islam sei pinang,Sekolah Islam (Sungai Pinang),normalized,0.97,Sekolah Islam (Sungai Pinang),master_report_20_Variabel.xlsx,normatif_20,rankings
Gambah Dalam Barat - Mahulung,gambah dalam barat - mahulung,gambah dalam barat - mahulung,Gambah Dalam Barat - Mahulung,exact,1.0,Gambah Dalam Barat - Mahulung,master_report_20_Variabel.xlsx,normatif_20,rankings
Satria,satria,satria,Satria,exact,1.0,Satria,master_report_20_Variabel.xlsx,normatif_20,rankings
Matang Gadung - Halalang,matang gadung - halalang,matang gadung - halalang,Matang Gadung - Halalang,exact,1.0,Matang Gadung - Halalang,master_report_20_Variabel.xlsx,normatif_20,rankings
Pakan Dalam II,pakan dalam ii,pakan dalam ii,Pakan Dalam II,exact,1.0,Pakan Dalam II,master_report_20_Variabel.xlsx,normatif_20,rankings
Harapan (SDN Habirau II)/ Sei. Palangan,harapan (sdn habirau ii)/ sei. palangan,harapan sdn habirau ii sei palangan,Harapan (SDN Habirau II)/ Sei. Palangan,normalized,0.97,Harapan (SDN Habirau II)/ Sei. Palangan,master_report_20_Variabel.xlsx,normatif_20,rankings
Nusa Indah,nusa indah,nusa indah,Nusa Indah,exact,1.0,Nusa Indah,master_report_20_Variabel.xlsx,normatif_20,rankings
Pakan Dalam III,pakan dalam iii,pakan dalam iii,Pakan Dalam III,exact,1.0,Pakan Dalam III,master_report_20_Variabel.xlsx,normatif_20,rankings
Baluti - Jambu Hulu (Paku),baluti - jambu hulu (paku),baluti - jambu hulu paku,Baluti - Jambu Hulu (Paku),normalized,0.97,Baluti - Jambu Hulu (Paku),master_report_20_Variabel.xlsx,normatif_20,rankings
Brigjen Katamso,brigjen katamso,brigjen katamso,Brigjen Katamso,exact,1.0,Brigjen Katamso,master_report_20_Variabel.xlsx,normatif_20,rankings
Wasah Hulu - Amparaya - Simpur,wasah hulu - amparaya - simpur,wasah hulu - amparaya - simpur,Wasah Hulu - Amparaya - Simpur,exact,1.0,Wasah Hulu - Amparaya - Simpur,master_report_20_Variabel.xlsx,normatif_20,rankings
Taniran Selatan Kubah - Buntut Taniran / Wawaran,taniran selatan kubah - buntut taniran / wawaran,taniran selatan kubah - buntut taniran wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,normalized,0.97,Taniran Selatan Kubah - Buntut Taniran / Wawaran,master_report_20_Variabel.xlsx,normatif_20,rankings
Galuntang Tayub - Ds. Madang,galuntang tayub - ds. madang,galuntang tayub - desa madang,Galuntang Tayub - Ds. Madang,normalized,0.97,Galuntang Tayub - Ds. Madang,master_report_20_Variabel.xlsx,normatif_20,rankings
Pangeran Antasari - Loklua,pangeran antasari - loklua,pangeran antasari - loklua,Pangeran Antasari - Loklua,exact,1.0,Pangeran Antasari - Loklua,master_report_20_Variabel.xlsx,normatif_20,rankings
Rahmah Bahran,rahmah bahran,rahmah bahran,Rahmah Bahran,exact,1.0,Rahmah Bahran,master_report_20_Variabel.xlsx,normatif_20,rankings
Bakarung -Tabihi - Karang Jawa,bakarung -tabihi - karang jawa,bakarung - tabihi - karang jawa,Bakarung -Tabihi - Karang Jawa,fuzzy,0.9836,Bakarung -Tabihi - Karang Jawa,master_report_20_Variabel.xlsx,normatif_20,rankings
Longawang - Gumbil,longawang - gumbil,longawang - gumbil,Longawang - Gumbil,exact,1.0,Longawang - Gumbil,master_report_20_Variabel.xlsx,normatif_20,rankings
Jangkang - Pantai Ulin,jangkang - pantai ulin,jangkang - pantai ulin,Jangkang - Pantai Ulin,exact,1.0,Jangkang - Pantai Ulin,master_report_20_Variabel.xlsx,normatif_20,rankings
Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,tanjungan - sp. 10 batang kulur - sungai kali,tanjungan - sp 10 batang kulur - sei kali,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,normalized,0.97,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,master_report_20_Variabel.xlsx,normatif_20,rankings
Tungkaran - Ds. Ulin,tungkaran - ds. ulin,tungkaran - desa ulin,Tungkaran - Ds. Ulin,normalized,0.97,Tungkaran - Ds. Ulin,master_report_20_Variabel.xlsx,normatif_20,rankings
Tandik - Ds. Wasah Hilir,tandik - ds. wasah hilir,tandik - desa wasah hilir,Tandik - Ds. Wasah Hilir,normalized,0.97,Tandik - Ds. Wasah Hilir,master_report_20_Variabel.xlsx,normatif_20,rankings
Hamalau - Telaga Bidadari - Wasah Hilir,hamalau - telaga bidadari - wasah hilir,hamalau - telaga bidadari - wasah hilir,Hamalau - Telaga Bidadari - Wasah Hilir,exact,1.0,Hamalau - Telaga Bidadari - Wasah Hilir,master_report_20_Variabel.xlsx,normatif_20,rankings
Pesantren Muradiyah,pesantren muradiyah,pesantren muradiyah,Pesantren Muradiyah,exact,1.0,Pesantren Muradiyah,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Damang - Amawang Kiri,sungai damang - amawang kiri,sei damang - amawang kiri,Sungai Damang - Amawang Kiri,normalized,0.97,Sungai Damang - Amawang Kiri,master_report_20_Variabel.xlsx,normatif_20,rankings
Budi Bakti - Tiga Desember,budi bakti - tiga desember,budi bakti - tiga desember,Budi Bakti - Tiga Desember,exact,1.0,Budi Bakti - Tiga Desember,master_report_20_Variabel.xlsx,normatif_20,rankings
Palajau - Ds. Baluti,palajau - ds. baluti,palajau - desa baluti,Palajau - Ds. Baluti,normalized,0.97,Palajau - Ds. Baluti,master_report_20_Variabel.xlsx,normatif_20,rankings
Bakarung Tengah - Karang Jawa,bakarung tengah - karang jawa,bakarung tengah - karang jawa,Bakarung Tengah - Karang Jawa,exact,1.0,Bakarung Tengah - Karang Jawa,master_report_20_Variabel.xlsx,normatif_20,rankings
Teluk Pinang - Padang Rasau,teluk pinang - padang rasau,teluk pinang - padang rasau,Teluk Pinang - Padang Rasau,exact,1.0,Teluk Pinang - Padang Rasau,master_report_20_Variabel.xlsx,normatif_20,rankings
Jend. Sudirman,jend. sudirman,jend sudirman,Jend. Sudirman,normalized,0.97,Jend. Sudirman,master_report_20_Variabel.xlsx,normatif_20,rankings
Muara Banta - Karang Jawa,muara banta - karang jawa,muara banta - karang jawa,Muara Banta - Karang Jawa,exact,1.0,Muara Banta - Karang Jawa,master_report_20_Variabel.xlsx,normatif_20,rankings
Hamalau - Ganda,hamalau - ganda,hamalau - ganda,Hamalau - Ganda,exact,1.0,Hamalau - Ganda,master_report_20_Variabel.xlsx,normatif_20,rankings
SMAN Negara (KH. Abdullah),sman negara (kh. abdullah),sman negara kh abdullah,SMAN Negara (KH. Abdullah),normalized,0.97,SMAN Negara (KH. Abdullah),master_report_20_Variabel.xlsx,normatif_20,rankings
Sp. 3 Baluti - Amawang,sp. 3 baluti - amawang,sp 3 baluti - amawang,Sp. 3 Baluti - Amawang,normalized,0.97,Sp. 3 Baluti - Amawang,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Paring - Sei Hanyar Pantai Ulin,sungai paring - sei hanyar pantai ulin,sei paring - sei hanyar pantai ulin,Sungai Paring - Sei Hanyar Pantai Ulin,normalized,0.97,Sungai Paring - Sei Hanyar Pantai Ulin,master_report_20_Variabel.xlsx,normatif_20,rankings
Wasah Hilir - Amparaya,wasah hilir - amparaya,wasah hilir - amparaya,Wasah Hilir - Amparaya,exact,1.0,Wasah Hilir - Amparaya,master_report_20_Variabel.xlsx,normatif_20,rankings
DI. Panjaitan - Loklua,di. panjaitan - loklua,di panjaitan - loklua,DI. Panjaitan - Loklua,normalized,0.97,DI. Panjaitan - Loklua,master_report_20_Variabel.xlsx,normatif_20,rankings
Sungai Raya - Jambu Hulu/Paku,sungai raya - jambu hulu/paku,sei raya - jambu hulu paku,Sungai Raya - Jambu Hulu/Paku,normalized,0.97,Sungai Raya - Jambu Hulu/Paku,master_report_20_Variabel.xlsx,normatif_20,rankings
Amparaya - Karangan - Hanau,amparaya - karangan - hanau,amparaya - karangan - hanau,Amparaya - Karangan - Hanau,exact,1.0,Amparaya - Karangan - Hanau,master_report_20_Variabel.xlsx,normatif_20,rankings
Taal Jarau - Sp. Baru/Tampang,taal jarau - sp. baru/tampang,taal jarau - sp baru tampang,Taal Jarau - Sp. Baru/Tampang,normalized,0.97,Taal Jarau - Sp. Baru/Tampang,master_report_20_Variabel.xlsx,normatif_20,rankings
Binjai (Sirih Hulu) - Ds. Seranggan,binjai (sirih hulu) - ds. seranggan,binjai sirih hulu - desa seranggan,Binjai (Sirih Hulu) - Ds. Seranggan,normalized,0.97,Binjai (Sirih Hulu) - Ds. Seranggan,master_report_20_Variabel.xlsx,normatif_20,rankings
Bariang - Patigan,bariang - patigan,bariang - patigan,Bariang - Patigan,exact,1.0,Bariang - Patigan,master_report_20_Variabel.xlsx,normatif_20,rankings
Bago Tanggul - Katilang - Teratai,bago tanggul - katilang - teratai,bago tanggul - katilang - teratai,Bago Tanggul - Katilang - Teratai,exact,1.0,Bago Tanggul - Katilang - Teratai,master_report_20_Variabel.xlsx,normatif_20,rankings
Tembok Baru - Ds. Baluti,tembok baru - ds. baluti,tembok baru - desa baluti,Tembok Baru - Ds. Baluti,normalized,0.97,Tembok Baru - Ds. Baluti,master_report_20_Variabel.xlsx,normatif_20,rankings
Biti - Sungai Kupang (Karya Bakti TNI),biti - sungai kupang (karya bakti tni),biti - sei kupang karya bakti tni,Biti - Sungai Kupang (Karya Bakti TNI),normalized,0.97,Biti - Sungai Kupang (Karya Bakti TNI),master_report_20_Variabel.xlsx,normatif_20,rankings
Nomura,nomura,nomura,Nomura,exact,1.0,Nomura,master_report_20_Variabel.xlsx,normatif_20,rankings
Amawang Kanan - Wasah Hulu,amawang kanan - wasah hulu,amawang kanan - wasah hulu,Amawang Kanan - Wasah Hulu,exact,1.0,Amawang Kanan - Wasah Hulu,master_report_20_Variabel.xlsx,normatif_20,rankings
Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,sp. 4 baru/tampang - sp. bilui pamujaan,sp 4 baru tampang - sp bilui pamujaan,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,normalized,0.97,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,master_report_20_Variabel.xlsx,normatif_20,rankings
Angkinang Selatan - Tawia - Wawaran,angkinang selatan - tawia - wawaran,angkinang selatan - tawia - wawaran,Angkinang Selatan - Tawia - Wawaran,exact,1.0,Angkinang Selatan - Tawia - Wawaran,master_report_20_Variabel.xlsx,normatif_20,rankings
Angkinang - Kayu Abang - Panggang Hijau,angkinang - kayu abang - panggang hijau,angkinang - kayu abang - panggang hijau,Angkinang - Kayu Abang - Panggang Hijau,exact,1.0,Angkinang - Kayu Abang - Panggang Hijau,master_report_20_Variabel.xlsx,normatif_20,rankings
