nomor_ruas,nama_ruas_raw,name_variants_count,segments,panjang_m,baik_m,sedang_m,rusak_ringan_m,rusak_berat_m,mantap_m,tidak_mantap_m,baik_pct,sedang_pct,rusak_ringan_pct,rusak_berat_pct,tidak_mantap_pct,surface_code_mode,surface_label_mode,lebar_m_mode,tahun_survei_mode,name_variants
331,Jl. Cangkingan Herman,1,4,320.0,0,200.0,100.0,20.0,200.0,120.0,0.0,62.5,31.25,6.25,37.5,A,Aspal,3.0,2025,Jl. Cangkingan Herman
332,Jl. Kampung Kawat,1,4,330.0,0,0,0,330.0,0,330.0,0.0,0.0,0.0,100.0,100.0,A,Aspal,3.0,2025,Jl. Kampung Kawat
333,Jl. Kaminting Batu,1,4,350.0,0,0,0,350.0,0,350.0,0.0,0.0,0.0,100.0,100.0,A,Aspal,3.0,2025,Jl. Kaminting Batu
334,Jl. Hamayung - Hakurung Dalam,1,41,4100.0,0,100.0,1400.0,2600.0,100.0,4000.0,0.0,2.439024,34.146341,63.414634,97.560976,B,Beton,3.0,2025,Jl. Hamayung - Hakurung Dalam
335,Simpang Jadi Makmur - Ds. Samuda,1,7,660.0,0,660.0,0,0,660.0,0,0.0,100.0,0.0,0.0,0.0,B,Beton,2.0,2025,Simpang Jadi Makmur - Ds. Samuda
336,Jl. Sakincung - Ds. Hakurung Dalam,1,14,1340.0,0,340.0,600.0,400.0,340.0,1000.0,0.0,25.373134,44.776119,29.850746,74.626866,B,Beton,2.0,2025,Jl. Sakincung - Ds. Hakurung Dalam
337,Jl. Hakurung Dalam - Ds. Sungai Haji,1,6,570.0,0,270.0,100.0,200.0,270.0,300.0,0.0,47.368421,17.54386,35.087719,52.631579,B,Beton,3.0,2025,Jl. Hakurung Dalam - Ds. Sungai Haji
338,Jl. Siang Gantung - Ds. Baru,1,70,6930.0,0,1930.0,600.0,4400.0,1930.0,5000.0,0.0,27.849928,8.658009,63.492063,72.150072,A,Aspal,3.5,2025,Jl. Siang Gantung - Ds. Baru
339,Jl. Baru - Ds. Bajayau,1,24,2330.0,0,0,0,2330.0,0,2330.0,0.0,0.0,0.0,100.0,100.0,T,Tanah,4.0,2025,Jl. Baru - Ds. Bajayau
340,Jl. Bajayau - Ds. Bajayau Tengah,1,76,7580.0,2100.0,400.0,100.0,4980.0,2500.0,5080.0,27.704485,5.277045,1.319261,65.699208,67.01847,T,Tanah,3.5,2025,Jl. Bajayau - Ds. Bajayau Tengah
341,Jl. Banua Hanyar - Ds. Tanjung Selor,1,57,5610.0,0,0,0,5610.0,0,5610.0,0.0,0.0,0.0,100.0,100.0,T,Tanah,3.0,2025,Jl. Banua Hanyar - Ds. Tanjung Selor
342,Jl. Tanjung Selor - Ds. Badaun,1,81,8030.0,0,0,0,8030.0,0,8030.0,0.0,0.0,0.0,100.0,100.0,T,Tanah,3.0,2025,Jl. Tanjung Selor - Ds. Badaun
343,Jl. Badaun - Ds. Bjayau Lama,1,31,3100.0,0,0,0,3100.0,0,3100.0,0.0,0.0,0.0,100.0,100.0,T,Tanah,3.0,2025,Jl. Badaun - Ds. Bjayau Lama
344,Jl. Goha - Ds. Amawang Kanan,1,7,700.0,700.0,0,0,0,700.0,0,100.0,0.0,0.0,0.0,0.0,A,Aspal,3.5,2025,Jl. Goha - Ds. Amawang Kanan
345,Jl. Al - Ikhlas - Ds. Baluti,1,4,380.0,380.0,0,0,0,380.0,0,100.0,0.0,0.0,0.0,0.0,A,Aspal,3.5,2025,Jl. Al - Ikhlas - Ds. Baluti
346,Jl. Angkakai - Ds. Amawang Kiri,1,4,400.0,400.0,0,0,0,400.0,0,100.0,0.0,0.0,0.0,0.0,A,Aspal,3.5,2025,Jl. Angkakai - Ds. Amawang Kiri
347,Jl. Anjiran Rantauan - Ds. Taniran Tengah,1,13,1210.0,0,0,0,1210.0,0,1210.0,0.0,0.0,0.0,100.0,100.0,A,Aspal,3.5,2025,Jl. Anjiran Rantauan - Ds. Taniran Tengah
348,Jl. Asam Duhat - Ds. Pantai Ulin,1,12,1110.0,0,0,0,1110.0,0,1110.0,0.0,0.0,0.0,100.0,100.0,K,Kerikil,3.5,2025,Jl. Asam Duhat - Ds. Pantai Ulin
349,Jl. Pertanian - Ds. Wasah Tengah,1,4,360.0,100.0,260.0,0,0,360.0,0,27.777778,72.222222,0.0,0.0,0.0,A,Aspal,3.0,2025,Jl. Pertanian - Ds. Wasah Tengah
350,Jl. Keramat Sakti - Ds. Tebing Tinggi,1,7,690.0,200.0,400.0,0,90.0,600.0,90.0,28.985507,57.971014,0.0,13.043478,13.043478,A,Aspal,3.0,2025,Jl. Keramat Sakti - Ds. Tebing Tinggi
