nomor_ruas,nama_ruas_raw,sta_awal_raw,sta_akhir_raw,sta_start_m,sta_end_m,panjang_m,baik_m,sedang_m,rusak_ringan_m,rusak_berat_m,mantap_m,tidak_mantap_m,dominant_condition,segment_status,jenis_penanganan_raw,jenis_penanganan_norm,surface_code,surface_label,lebar_m,tahun_survei
069,Jl. Baiturrahim Parincahan,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,200,300,200,300,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,300,400,300,400,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,500,600,500,600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,600,700,600,700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,700,800,700,800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,800,900,800,900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,900,1000,900,1000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,1000,1100,1000,1100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,1100,1200,1100,1200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
069,Jl. Baiturrahim Parincahan,1200,1300,1200,1300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
069,Jl. Baiturrahim Parincahan,1300,1400,1300,1400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
069,Jl. Baiturrahim Parincahan,1400,1420,1400,1420,20.0,0.0,0.0,0.0,20.0,0.0,20.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
070,Jl. Newangsekarti - Ds. Gambah Luar Muka,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
070,Jl. Newangsekarti - Ds. Gambah Luar Muka,100,200,100,200,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
070,Jl. Newangsekarti - Ds. Gambah Luar Muka,200,290,200,290,90.0,90.0,0.0,0.0,0.0,90.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
071,Jl. Tembok Baru (Asam Cangkok),0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
071,Jl. Tembok Baru (Asam Cangkok),100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
071,Jl. Tembok Baru (Asam Cangkok),200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
071,Jl. Tembok Baru (Asam Cangkok),300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
071,Jl. Tembok Baru (Asam Cangkok),400,500,400,500,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
072,Sungai Paring - Toba,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
072,Sungai Paring - Toba,100,200,100,200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
072,Sungai Paring - Toba,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
072,Sungai Paring - Toba,300,400,300,400,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
072,Sungai Paring - Toba,400,500,400,500,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
072,Sungai Paring - Toba,500,600,500,600,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
072,Sungai Paring - Toba,600,700,600,700,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
072,Sungai Paring - Toba,700,800,700,800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
072,Sungai Paring - Toba,800,840,800,840,40.0,0.0,0.0,40.0,0.0,0.0,40.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
073,Jl. Tembok Baru - Ds. Baluti,0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
073,Jl. Tembok Baru - Ds. Baluti,100,140,100,140,40.0,0.0,40.0,0.0,0.0,40.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
074,Jl. H. Jarkasi - Ds. Sungai Paring,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
074,Jl. H. Jarkasi - Ds. Sungai Paring,100,120,100,120,20.0,0.0,0.0,20.0,0.0,0.0,20.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
075,Bariang - Patigan,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,100,200,100,200,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,200,300,200,300,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,300,400,300,400,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,400,500,400,500,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,500,600,500,600,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,600,700,600,700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,700,800,700,800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,800,900,800,900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,900,1000,900,1000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1000,1100,1000,1100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1100,1200,1100,1200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1200,1300,1200,1300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1300,1400,1300,1400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1400,1500,1400,1500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1500,1600,1500,1600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
075,Bariang - Patigan,1600,1630,1600,1630,30.0,0.0,30.0,0.0,0.0,30.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,500,600,500,600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,600,700,600,700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,700,800,700,800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,800,900,800,900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,900,1000,900,1000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1000,1100,1000,1100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1100,1200,1100,1200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1200,1300,1200,1300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1300,1400,1300,1400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1400,1500,1400,1500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1500,1600,1500,1600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1600,1700,1600,1700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1700,1800,1700,1800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1800,1900,1800,1900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
076,Gambah Dalam Barat - Mahulung,1900,1920,1900,1920,20.0,20.0,0.0,0.0,0.0,20.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,200,300,200,300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,300,400,300,400,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,400,500,400,500,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,500,600,500,600,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,600,700,600,700,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,700,800,700,800,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,800,900,800,900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,900,1000,900,1000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1000,1100,1000,1100,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1100,1200,1100,1200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1200,1300,1200,1300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1300,1400,1300,1400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1400,1500,1400,1500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1500,1600,1500,1600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1600,1700,1600,1700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1700,1800,1700,1800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1800,1900,1800,1900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,1900,2000,1900,2000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2000,2100,2000,2100,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2100,2200,2100,2200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2200,2300,2200,2300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2300,2400,2300,2400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2400,2500,2400,2500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2500,2600,2500,2600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2600,2700,2600,2700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2700,2800,2700,2800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,2800,2820,2800,2820,20.0,0.0,0.0,0.0,20.0,0.0,20.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,K,Kerikil,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,100,200,100,200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,500,600,500,600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,600,700,600,700,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,700,800,700,800,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,800,900,800,900,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,900,1000,900,1000,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,100,200,100,200,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,200,300,200,300,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,300,400,300,400,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,400,500,400,500,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,500,600,500,600,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
079,Telaga Banta - Patigan,600,640,600,640,40.0,40.0,0.0,0.0,0.0,40.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
080,Jl. Nomura,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
080,Jl. Nomura,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
080,Jl. Nomura,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
080,Jl. Nomura,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
080,Jl. Nomura,400,410,400,410,10.0,0.0,10.0,0.0,0.0,10.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
081,Jl. Lorong Bupati,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
081,Jl. Lorong Bupati,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
081,Jl. Lorong Bupati,200,300,200,300,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
081,Jl. Lorong Bupati,300,390,300,390,90.0,0.0,90.0,0.0,0.0,90.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),100,200,100,200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),400,500,400,500,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),500,600,500,600,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),600,700,600,700,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),700,800,700,800,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),800,900,800,900,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),900,1000,900,1000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1000,1100,1000,1100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1100,1200,1100,1200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1200,1300,1200,1300,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1300,1400,1300,1400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1400,1500,1400,1500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1500,1600,1500,1600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1600,1700,1600,1700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1700,1800,1700,1800,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),1800,1820,1800,1820,20.0,0.0,0.0,20.0,0.0,0.0,20.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
083,Jl. Palajau - Ds. Baluti,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,B,Beton,3.0,2025
