;;  ;
No. Mata;Uraian;Satuan; Harga 
Pembayaran;;; Satuan 
;;; (Rupiah) 
A;b;c; e 
;;;
7.2 (1b);Penyediaan Unit Pracetak Gelagar Tipe I Bentang 25 meter;Buah; 184.116.274,40 
7.2 (1c).35;Penyediaan Unit Pracetak Gelagar Tipe I Bentang 35 meter;Buah; 315.979.992,65 
7.2 (1c).40;Penyediaan Unit Pracetak Gelagar Tipe I Bentang 40 meter;Buah; 344.906.904,21 
7.2 (1c).42;Penyediaan Unit Pracetak Gelagar Tipe I Bentang 42.8 meter;Buah; 400.792.011,28 
7.2 (1c).45;Penyediaan Unit Pracetak Gelagar Tipe I Bentang 45 meter;Buah; 436.846.447,24 
7.2 (1c).50;Penyediaan Unit Pracetak Gelagar Tipe I Bentang 50 meter;Buah; 477.843.617,09 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 16 meter;Buah; 91.006.398,99 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 25 meter;Buah; 159.232.204,79 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 35 meter;Buah; 274.031.422,02 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 40 meter;Buah; 299.014.202,85 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 42.8 meter;Buah; 347.645.889,03 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 45 meter;Buah; 378.961.631,57 
;Pabrikasi Unit Pracetak Gelagar Tipe I bentang 50 meter;Buah; 414.611.344,49 
7.2 (2a);Pemasangan Unit Pracetak Gelagar Tipe I Bentang 16 meter;Buah; 6.514.808,69 
7.2 (2b);Pemasangan Unit Pracetak Gelagar Tipe I Bentang 25 meter;Buah; 15.124.060,94 
7.2 (2c).35;Pemasangan Unit Pracetak Gelagar Tipe I Bentang 35 meter;Buah; 20.695.065,33 
7.2 (2c).42;Pemasangan Unit Pracetak Gelagar Tipe I Bentang 42.8 meter;Buah; 31.992.947,61 
7.2 (3a);Penyediaan Unit Pracetak Gelagar Tipe U Bentang 16 meter ;Buah; 288.310.918,40 
7.2 (4a);Pemasangan Unit Pracetak Gelagar Tipe U Bentang 16 meter;Buah; 8.873.110,47 
7.2.(7);Baja Prategang ;Kg; 1.068.762,79 
7.2.(8);Penyediaan Pelat Berongga (Voided Slab) Pracetak bentang 5 Meter;Buah; 41.319.611,78 
7.2.(9);Pemasangan Pelat Berongga (Voided Slab) Pracetak bentang 5 Meter;Buah; 5.568.635,10 
7.2.(10);Beton Pratekan untuk Diafragma fc' 45 MPa termasuk Pekerjaan pasca-tarik (post-tension);M3; 2.381.707,60 
7.2.(10) v2;Beton Pratekan untuk Diafragma fc' 45 MPa termasuk Pekerjaan pasca-tarik (post-tension) (Varias 2);M3; 2.547.172,44 
7.2.(12a);Penyediaan Panel Full Depth slab ;Buah; 2.814.436,01 
7.2.(12b);Penmasangan Panel Full Depth slab;Buah; 313.945,40 
7.3 (1);Baja Tulangan Polos-BjTP 280;Kg; 18.327,40 
7.3 (2);Baja Tulangan Sirip BjTS 280;Kg; 18.453,99 
7.3 (3);Baja Tulangan Sirip BjTS 420A;Kg; 28.746,55 
7.3 (4);Baja Tulangan Sirip BjTS 420B;Kg; 22.019,05 
7.3 (5);Baja Tulangan Sirip BjTS 520;Kg; 25.249,09 
7.3 (6);Baja Tulangan Sirip BjTS 550;Kg; 26.482,15 
7.3 (7);Baja Tulangan Sirip BjTS 700;Kg; 26.317,51 
7.3 (8);Anyaman Kawat Yang Dilas (Welded Wire Mesh);Kg; 23.045,89 
7.4 (1a);Penyediaan Baja Struktur Grade 250 (Kuat Leleh 250 MPa);Kg; 29.513,91 
7.4 (1b);Penyediaan Baja Struktur Grade 345 (Kuat Leleh 345 MPa);Kg; 41.013,91 
7.4 (1c);Penyediaan Baja Struktur Grade 485 (Kuat Leleh 485 MPa);Kg; 46.763,91 
7.4 (1d);Penyediaan Baja Struktur Grade 690 (Kuat Leleh 690 Mpa Untuk Tebal Pelat < 2,5);Kg; 26.063,91 
7.4 (1e);Penyediaan Baja Struktur Grade 690 (Kuat Leleh 620 Mpa Untuk Tebal Pelat < 2,5-4,0 inch);Kg; 22.613,91 
7.4 (2);Pemasangan Baja Struktur ;Kg; 3.743,82 
7.4 (2) v2;Pemasangan Baja Struktur (dengan pengelasan);Kg; 4.288,02 
7.4 (3);Penyediaan Struktur Jembatan Rangka Baja Standar …… m;Kg; 29.513,91 
7.4 (3).40;Penyediaan Struktur Jembatan Rangka Baja Standar 40 m;Kg; 44.126,98 
7.4 (3).80;Penyediaan Struktur Jembatan Rangka Baja Standar 80 m;Kg; 44.126,98 
7.4 (4);Pemasangan Jembatan Rangka Baja Standar Panjang ….. M;Kg; 3.743,82 
7.4 (4).80;Pemasangan Jembatan Rangka Baja Standar Panjang 80 M;Kg; 12.067,43 
7.4 (5a);Pemasangan Jembatan Rangka Baja yang disediakan Pengguna Jasa;Kg; 3.265,52 
7.4 (5b);Pengangkutan Bahan Jembatan yang disediakan Pengguna Jasa;Kg; 655,58 
7.5.(1);Tiang bor sekan primer diameter 80 cm (fc' > 15 MPa);M1; 1.768.651,95 
7.5.(2);Tiang bor sekan sekunder diameter 80 cm (fc' > 30 MPa);M1; 2.692.182,76 
7.5.(3);Tiang bor sekan primer  diameter 100 cm (fc' > 15MPa);M1; 2.198.739,54 
7.5.(4);Tiang bor sekan sekunder diameter 100 cm (fc' > 30 MPa);M1; 3.152.347,93 
7.5.(5);Tiang bor sekan primer diameter 120 cm (fc' > 15 MPa);M1; 2.944.760,24 
7.5.(6);Tiang bor sekan sekunder diameter 120 cm (fc' > 30 MPa);M1; 4.303.665,26 
7.5.(7);Tiang bor sekan primer diameter 150 cm (fc' > 15 MPa);M1; 4.298.388,80 
7.5.(8);Tiang bor sekan sekunder diameter 150 cm (fc' > 30 MPa);M1; 6.403.408,09 
7.6 (1);Fondasi Cerucuk, Penyediaan dan Pemancangan;M1; 16.583,14 
7.6 (1).v2;Fondasi Cerucuk, Penyediaan dan Pemancangan (dengan Excavator);M1; 8.977,89 
7.6 (2);Dinding Turap Kayu Tanpa Pengawetan, Penyediaan dan Pemancangan;M2; 198.757,78 
7.6.(3);Dinding Turap Kayu Dengan Pengawetan, Penyediaan dan Pemancangan;M2; 263.015,82 
7.6.(4);Dinding Turap Baja, Penyediaan dan Pemancangan;M2; 2.965.217,35 
7.6.(5);Dinding Turap Beton, Penyediaan dan Pemancangan;M2; 969.416,19 
7.6.(6);Penyediaan Tiang Pancang Kayu Tanpa Pengawetan Ukuran…… mm;M1; 140.892,07 
7.6.(7);Penyediaan Tiang Pancang Kayu Dengan Pengawetan Ukuran…… mm;M1; 144.150,00 
7.6 (8a);Penyediaan Tiang Pancang Baja Diameter 500 mm tebal 10 mm;M1; 2.751.064,83 
7.6 (8c).800.t16;Penyediaan Tiang Pancang Baja Diameter 800 mm tebal 16 mm;M1; 5.561.290,79 
7.6 (8a).1000.t12;Penyediaan Tiang Pancang Baja Diameter 1000 mm tebal 12 mm;M1; 6.957.102,14 
7.6.(9a);Penyediaan Tiang Pancang Baja H Beam Ukuran 300 mm x 300 mm x 10 mm x 15 mm;M1; 1.604.685,64 
7.6.(10a);Penyediaan Tiang Pancang Beton Bertulang Pracetak ukuran 350 mm x 350 mm;M1; 3.576.896,84 
7.6.(10b).250;Penyediaan Tiang Pancang Beton Bertulang Pracetak ukuran 250 mm x 250 mm;M1; 1.808.962,73 
7.6.(11a);Penyediaan Tiang Pancang Beton Pratekan Pracetak ukuran 400 mm x 400  mm;M1; 1.049.195,90 
7.6.(12a);Penyediaan Tiang Pancang Beton Pratekan Pracetak diameter 450 mm;M1; 1.050.694,35 
7.6.(12b).400;Penyediaan Tiang Pancang Beton Pratekan Pracetak diameter 400 mm;M1; 863.506,46 
7.6.(12b).500;Penyediaan Tiang Pancang Beton Pratekan Pracetak diameter 500 mm;M1; 1.260.967,48 
7.6.(12b).600;Penyediaan Tiang Pancang Beton Pratekan Pracetak diameter 600 mm;M1; 1.751.665,63 
7.6.(13);Pemancangan Tiang Pancang Kayu Ukuran ….. Mm;M1; 382.273,48 
7.6.(14a);Pemancangan Tiang Pancang Baja Diameter 500 mm ;M1; 1.057.468,21 
7.6.(14b).800;Pemancangan Tiang Pancang Baja Diameter 800 mm ;M1; 1.568.853,35 
7.6.(14b).1000;Pemancangan Tiang Pancang Baja Diameter 1000 mm ;M1; 2.000.646,78 
7.6.(15a);Pemancangan Tiang Pancang Baja H beam Ukuran 300 mm x 300 mm x 10 mm x 15 mm;M1; 435.707,90 
7.6.(16a);Pemancangan Tiang Pancang Beton Bertulang Pracetak ukuran 350 mm x 350 mm ;M1; 3.202.127,90 
7.6.(16b).250;Pemancangan Tiang Pancang Beton Bertulang Pracetak ukuran 250 mm x 250 mm ;M1; 247.350,25 
7.6.(17a);Pemancangan Tiang Pancang Beton Pratekan Pracetak ukuran 400 mm x 400 mm;M1; 275.611,80 
7.6.(18a);Pemancangan Tiang Pancang Beton Pratekan Pracetak diameter 450 mm;M1; 1.312.900,53 
7.6.(18b).400;Pemancangan Tiang Pancang Beton Pratekan Pracetak diameter 400 mm;M1; 1.088.732,32 
7.6.(18b).500;Pemancangan Tiang Pancang Beton Pratekan Pracetak diameter 500 mm;M1; 1.592.694,68 
7.6.(18b).600;Pemancangan Tiang Pancang Beton Pratekan Pracetak diameter 600 mm;M1; 2.345.671,66 
7.6.(19a);Tiang Bor Beton, diameter 800 mm;M1; 4.663.153,39 
7.6.(19a).v2;Tiang Bor Beton, diameter 800 mm (Variasi 2);M1; 3.885.411,55 
7.6.(19b).400;Tiang Bor Beton, diameter 400 mm;M1; 4.212.183,23 
7.6.(19b).500;Tiang Bor Beton, diameter 500 mm;M1; 2.011.043,37 
7.6.(19b).600;Tiang Bor Beton, diameter 600 mm;M1; 3.329.588,83 
7.6.(19b).1000;Tiang Bor Beton, diameter 1000 mm;M1; 5.560.013,42 
7.6.(20);Tambahan Biaya untuk Nomor Mata Pembayaran 7.6.(13)s/d 7.6.(18) bila Tiang Pancang dikerjakan di tempat Yang Berair;M1; 184.132,58 
7.6.(21);Tambahan Biaya untuk Nomor Mata Pembayaran 7.6.(19) Bila Tiang Bor Beton dikerjakan ditempat Yang Berair;M1; 860.759,46 
7.6 (27a).600;Pengujian Crosshole Sonic Logging (CSL) pada Tiang Bor Beton diameter 600 mm;Buah; 14.215.082,53 
7.6 (27a).800;Pengujian Crosshole Sonic Logging (CSL) pada Tiang Bor Beton diameter 800 mm;Buah; 15.077.582,53 
7.6 (27a).1200;Pengujian Crosshole Sonic Logging (CSL) pada Tiang Bor Beton diameter 1200 mm;Buah; 17.722.582,53 
7.6 (27b).500;Pengujian Pembebanan Dinamis Jenis PDLT (Pile Dynamic Load Testing) pada Tiang ukuran / diameter 500 mm;Buah; 21.313.498,43 
7.6 (27b).800;Pengujian Pembebanan Dinamis Jenis PDLT (Pile Dynamic Load Testing) pada Tiang ukuran / diameter 800 mm;Buah; 29.675.510,03 
7.6 (27b).1200;Pengujian Pembebanan Dinamis Jenis PDLT (Pile Dynamic Load Testing) pada Tiang ukuran / diameter 1200 mm;Buah; 37.553.010,03 
7.6 (28);Pengujian Keutuhan Tiang dengan Pile Integrated Test (PIT);Buah; 13.920.510,03 
7.7.(1);Dinding Sumuran Silinder terpasang, Diameter …………….;M1; 11.790.431,12 
7.9.(1);Pasangan Batu;M3; 1.437.705,84 
7.9.(1).v2;Pasangan Batu (Variasi 2);M3; 1.441.078,29 
7.10.(1);Pasangan Batu Kosong yang Diisi Adukan;M3; 1.021.449,86 
7.10.(2);Pasangan Batu Kosong;M3; 905.411,62 
7.10.(3a);Bronjong dengan kawat yang dilapisi Galvanis;M3; 1.378.516,50 
7.10.(3b);Bronjong dengan kawat yang dilapisi PVC;M3; 1.397.554,11 
7.10.(4);Tambahan Biaya  untuk Anyaman Penulangan Tanah dengan Kawat yang Dilapisi PVC;M2; 330.809,00 
7.11.(1a);Sambungan Siar Muai Tipe Asphaltic Plug, Fixed;M1; 1.587.652,04 
7.11.(1b);Sabungan Siar Muai Tipe Asphaltic Plug, Movable;M1; 5.213.772,75 
7.11.(2);Sambungan Siar Muai Tipe Silicone Seal;M1; 1.267.827,88 
7.11.(3);Sambungan Siar Muai Tipe Strip seal;M1; 2.365.727,19 
7.11.(4);Sambungan Siar Muai Tipe Compression Seal;M1; 1.491.295,54 
7.11.(5);Sambungan Siar Muai Expansion Joint Tipe Modular;M1; 10.100.453,77 
7.11.(6);Sambungan Siar Muai Expansion Joint Tipe Finger Plate;M1; 4.533.303,77 
7.11.(7);Sambungan Siar Muai Expansion Tipe Karet dengan Lebar Celah …….. Cm;M3; 2.015.318,84 
7.11.(8);Joint Filler untuk Sambungan Konstruksi;M3; 3.631.284,85 
7.11.(9);Sambungan Siar Muai Tipe Modular;M3; 9.709.349,22 
7.12.(1a);Landasan Logam Tipe Fixed;Buah; 2.367.167,18 
7.12.(1b);Landasan Logam Tipe Moveable;Buah; 2.397.654,17 
7.12.(2).250;Landasan Elastomerik Karet Alam Berlapis Baja Ukuran 250 mm x 250 mm x 40 mm;Buah; 897.951,15 
7.12.(2).350;Landasan Elastomerik Karet Alam Berlapis Baja Ukuran 350 mm x 350 mm x 30 mm;Buah; 1.012.951,15 
7.12.(2).400;Landasan Elastomerik Karet Alam Berlapis Baja Ukuran 400 mm x 400 mm x 80 mm;Buah; 1.127.951,15 
7.12.(2).450;Landasan Elastomerik Karet Alam Berlapis Baja Ukuran 450 mm x 400 mm x 45 mm;Buah; 1.293.071,98 
7.12.(2).600;Landasan Elastomerik Karet Alam Berlapis Baja Ukuran 600 mm x 600 mm x 80 mm;Buah; 1.649.571,98 
7.12.(3).200;Landasan Elastomerik Karet Sintetis Berlapis Baja Ukuran 200 mm x 300 mm x 40 mm;Buah; 695.654,17 
7.12.(3).450.45;Landasan Elastomerik Karet Sintetis Berlapis Baja Ukuran 450 mm x 400 mm x 45 mm;Buah; 1.061.354,17 
7.12.(3).450.73;Landasan Elastomerik Karet Sintetis Berlapis Baja Ukuran 450 mm x 400 mm x 73 mm;Buah; 13.068.504,17 
7.12.(4);Landasan karet Strip;M1; 337.165,62 
7.12.(5);Landasan Tipe Logam Berongga (Pot Bearing);Buah; 21.119.806,85 
7.12.(6);Landasan Tipe Logam Jenis Spherical;Buah; 22.463.444,69 
7.13.(1);Sandaran (Railing);M1; 650.871,39 
7.14.(1);Papan Nama Jembatan;M1; 616.019,10 
7.15.(1);Pembongkaran Pasangan Batu;M3; 532.485,69 
7.15.(2);Pembongkaran Beton;M3; 294.530,87 
7.15.(3);Pembongkaran Beton Pratekan;M3; 1.072.179,67 
7.15.(4);Pembongkaran Bangunan Gedung;M2; 473.386,41 
7.15.(5);Pembongkaran  Rangka Baja;M2; 2.328.541,57 
7.15.(6);Pembongkaran Balok Baja (Steel Stingers);M1; 212.191,41 
7.15.(7);Pembongkaran Lantai Jembatan Kayu;M2; 207.523,13 
7.15.(8);Pembongkaran Jembatan Kayu;M2; 57.536,69 
7.16.(1);Dreck drain;Buah; 165.729,37 
7.16.(2a);Pipa Drainase Baja diameter 150 mm;M1; 273.295,23 
7.16.(3a);Pipa Drainase PVC diameter 150 mm;M1; 100.299,17 
7.16.(4);Pipa Penyalur PVC;M1; 113.735,00 
SKh-3.7.18 (a);Beton semprot dengan perkuatan Wiremesh, tebal = 10 cm;Buah Jembatan; 1.142.470,50 
SKh-2.7.19.(a);Soil Nailing dengan nail bar BJTS 420A (grade 60) Diameter = 32 mm;M1; 1.528.362,48 
SKh-2.7.19.(c);Soil Nailing dengan nail bar grade 150 Diameter = 32 mm;M1; 2.213.303,90 
SKh-2.7.21.(1);Material Ringan Mortar-Busa UCS 800 kPa;M3; 1.223.082,32 
SKh-2.7.21.(2);Material Ringan Mortar-Busa UCS 2000 kPa;M3; 1.357.926,01 
SKh-1.7.57.(1);Pipa Penyalur HDPE diameter 150 mm;M1; 396.232,50 
;;;
;;;
;;;
;;;
;;;
;DIVISI  8.  REHABILITASI JEMBATAN;;
8.1 (1);Cairan Perekat (Epoksi resin);Kg; 414.549,27 
8.1 (1).v2;Cairan Perekat (Epoksi resin) (Variasi 2);Kg; 414.549,27 
8.1 (2);Bahan Penutup (Sealant);Kg; 870.164,66 
8.1 (2).v2;Bahan Penutup (Sealant) (Variasi 2);Kg; 870.164,66 
8.1 (3a);Tabung Penyuntik, penyediaan;Buah; 105.505,71 
8.1 (3b);Tabung Penyuntik, penggunan;Buah; 147.216,60 
8.2.(1);Penambahan (Patching);M3; 24.448.449,39 
8.2.(1).v2;Penambahan (Patching) (Variasi 2);M3; 24.448.449,39 
8.2.(2);Perbaikan Dengan Cara Graut;M3; 15.064.722,87 
8.3.(1a);Pengecetan protektif pada elemen struktur beton, tebal 200µm;M2; 105.261,53 
8.3.(2a);Pengecetan dekoratif pada elemen struktur beton, tebal : 100 µm;M2; 102.979,36 
8.4.(1) ;Perkuatan struktur dengan bahan FRP jenis e- glass per lapis pada daerah kering;M2;
8.4.(2) ;Perkuatan Struktur dengan bahan FRP jenis e- glass-per lapis pada daerah basah;M2;
8.4.(3) ;Perkuatan Struktur dengan bahan FRP Laminasi jenis glass pada daerah kering;M2;
8.4.(4) ;Perkuatan Struktur dengan bahan FRP Jenis carbon per lapis pada daerah kering;M2;
8.4.(5) ;Perkuatan struktur dengan bahan FRP jenis carbon per lapis pada daerah basah;M2;
8.4.(7);Pemasangan Perkuatan Pelat Lantai dengan Steel Plate Bonding;Kg;
8.4.(8);Perkuatan external stressing jembatan beton bentang 30 m;Buah;
8.5.(1a);Penggantian Baut Mutu Tinggi A325 Tipe 1 diameter M25;Buah; 111.070,15 
8.5.(2a);Penggantian Baut Mutu Tinggi A490 Tipe 1 diameter M25;Buah; 115.508,65 
8.5.(3a);Penggantian Baut Biasa Grade A diameter M25;Buah; 95.158,65 
8.5.(4a);Penggantian Baut Biasa Grade B diameter M25;Buah; 91.858,65 
8.5.(5a);Penggantian Baut Biasa Grade C untuk anchor bolts diameter M25;Buah;
8.5.(6a);Pengencangan Baut Biasa Grade A diameter M25;Buah;
8.5.(7a);Pengencangan Baut Biasa Grade B diameter M25;Buah;
8.6.(1a);Pengelasan SMAW pada baja Grade 30;M1;
8.6.(2a);Pengelasan SAW pada baja Grade 30;M1;
8.6.(3a);Pengelasan GMAW pada baja Grade 30;M1;
8.6.(4a);Pengelasan FCAW pada baja Grade 30;M1;
8.7.(1a);Pengecatan struktur baja pada daerah kering tebal 80 mikron;M2; 191.498,08 
8.7.(1b);Pengecatan struktur baja pada daerah kering tebal 240 mikron;M2; 292.192,35 
8.7.(2a);Pengecatan struktur baja pada daerah basah/pasang surut 360 mikron;M2; 292.698,80 
8.7.(2b);Pengecatan struktur baja pada daerah basah/pasang surut 500 mikron;M2; 292.192,35 
8.7.(3a);Pengecatan pada elemen sandaran dan/atau pagar pengaman (gruard rail) 80 mikron;M2; 292.698,80 
8.7.(3b);Pengecatan pada elemen sandaran dan/atau pagar pengaman (gruard rail) 160 mikron;M2; 331.338,20 
8.8.(1);Perbaikan Elemen Struktur Baja dengan Cara Pelurusan ;LS;
8.8.(2);Penggantian Elemen Struktur Baja Grade 250 (Kuat Leleh 250 Mpa);Kg; 1.216.964,35 
8.8.(3);Penggantian Elemen Struktur Baja Grade 345 (Kuat Leleh 345 Mpa);Kg; 1.205.069,48 
8.8.(4);Penggantian Elemen Struktur Baja Grade 485 (Kuat Leleh 485 Mpa);Kg;
8.9.(1);Pekuatan dengan external stressing untuk jembatan baja dengan bentang 30 m;Buah;
8.10.(1);Penggantian Lantai Kayu;M3;
8.10.(2);Perbaikan Lantai Kayu;M3;
8.10.(3);Penggantian Gelegar Kayu;M3;
8.10.(4);Perbaikan Gelegar Kayu;M3;
8.10.(5);Penggantian Balok Kepala Tiang;M3;
8.10.(6);Perbaikan Papan Lajur Kendaraan;M3;
8.10.(7);Pengantian Papan Lajur Kendaraan ;M3;
8.10.(8);Perbaikan dan/atau Penggantian kerb kayu;M3;
8.10.(9);Perbaikan dan/atau Penggantian sandaran Kayu;M3;
8.10.(10);Pengecatan/Perlindungan Gelegar;M2;
8.10.(11);Pengecatan/Perlindungan Lantai Kayu;M2;
8.10.(12);Pengecatan/Perlindungan Tiang Pancang Kayu;M2;
8.10.(13);Pengecatan/Perlindungan Balok Kepala Kayu;M2;
8.10.(14);Pengecatan/Perlindungan Sandaran;M1; 122.394,89 
8.11.(1);Penggantian dan Perbaikan Sambungan Siar Muai Tipe Asphaltic Plug;M1; 2.777.726,63 
8.11.(2);Penggantian dan Perbaikan Sambungan Siar Muai Tipe Silicone Seal;M1; 1.223.012,30 
8.11.(3);Penggantian Karet Pengisi Sambungan Siar Muai Tipe Strip Seal;M1; 2.255.154,62 
8.11.(4);Penggantian Karet Pengisi Sambungan Siar Muai Tipe Compression Seal;M1; 1.426.456,60 
8.11.(5);Penggantian Sambungan Siar Muai Tipe Modular, lebar 200 mm;M1;
8.11.(6);Penggantian Sambungan Siar Muai Tipe Finger Plate, lebar 200 mm;M1;
8.11.(7);Penggantian Sambungan Siar Muai Tipe Dobel Siku dengan Penutup Karet Neoprene;M1; 3.484.819,68 
8.12.(2);Penggantian Landasan Elastomer Karet Alam Berlapis Baja Ukuruan 500 mm x 500 mm x 100 mm;Buah;
8.12.(2).v2;Penggantian Landasan Elastomer Karet Alam Berlapis Baja Ukuruan 800 mm x 800 mm x 600 mm;Buah;
8.12.(3);Penggantian Landasan Elastomer Sintetis Berlapis Baja Ukuran 500 mm x 500 mm x 100 mm;Buah;
8.12.(4);Penggantian Landasan Karet Strip tebal 100 mm;M1;
8.12.(5);Penggantian Landasan Logam Berongga (Pot Bearing);Buah;
8.12.(6);Penggantian Landasan Logam Jenis Spherical;Buah;
8.12.(7);Penggantian Stopper Lateral dan Horisontal;Buah;
8.13.(1);Perbaikan Sandaran Baja;M1; 360.565,36 
8.13.(2);Penggantian Sandaran Baja;M1; 295.338,25 
8.13.(3);Perbaikan Tembok Sandaran Beton;M1; 635.005,38 
8.13.(4);Perbaikan Sandaran Beton-Baja;M1; 2.811.867,57 
8.13.(5);Penggantian Sandaran Beton-Baja;M1; 4.402.102,27 
8.14.(1);Penggantian Deck Drain;Buah;
8.14.(2);Penggantian Pipa Penyalur, Pipa Cucuran PVC diamter 150 mm;M1; 551.437,43 
8.14.(3);Penggantian Pipa Penyalur, Pipa Cucuran Baja diamter 150 mm;M1; 974.992,43 
;;;
;;;
;;;
;;;
;;;
;;;
;DIVISI  9.  PEKERJAAN  HARIAN & PEKERJAAN LAIN-LAIN;;
9.1.(1);Mandor;Jam; 34.367,66 
9.1.(2);Pekerja Biasa;Jam; 21.428,79 
9.1.(3);Tukang Kayu, Tukang Batu, dsb;Jam; 23.742,48 
9.1.(4) a;Dump Truck, kapasitas 3 - 4 m³;Jam; 512.518,91 
9.1.(4) b;Dump Truck, kapasitas 6 - 8 m³;Jam; 854.175,33 
9.1.(5) a;Truk Bak Datar 3 - 4 ton;Jam; 555.476,34 
9.1.(5) b;Truk Bak Datar 6 - 8 ton;Jam; 555.476,34 
9.1.(6);Truk Tangki 3000 - 4500 Liter;Jam; 419.840,33 
9.1.(7);Bulldozer 100 - 150 PK;Jam; 1.023.161,69 
9.1.(8);Motor Grader min 100 PK;Jam; 494.443,36 
9.1.(9);Loader Roda Karet 1.0 - 1.6 M3;Jam; 371.972,50 
9.1.(10);Loader Roda Berantai 75 - 100 PK;Jam; 522.473,89 
9.1.(11);Alat Penggali (Excavator) 80 - 140 PK;Jam; 918.320,30 
9.1.(12);Crane 10 - 15 Ton;Jam; 970.492,27 
9.1.(13);Penggilas Roda Besi 6 - 9 Ton;Jam; 648.636,12 
9.1.(14);Penggilas Bervibrasi  5 - 8  Ton;Jam; 505.465,71 
9.1.(15);Pemadat Bervibrasi 1.5 - 3.0 PK;Jam; 81.854,93 
9.1.(16);Penggilas Roda Karet 8 - 10 Ton;Jam; 966.672,73 
9.1.(17);Kompresor 4000 - 6500 Ltr/mnt;Jam; 321.679,44 
9.1.(18);Mesin Pengaduk beton (Molen) 0.3 - 0.6 M3;Jam; 138.873,85 
9.1.(19);Pompa Air 70 - 100 mm;Jam; 93.339,50 
9.1.(20);Jack Hammer;Jam; 78.023,10 
9.2.(1);Marka Jalan Termoplastik;M2; 293.923,74 
9.2.(1).v2;Marka Jalan Termoplastik (Variasi 2);M2; 284.913,08 
9.2.(1a);Penghapusan Marka Jalan;;
9.2.(2);Marka Jalan Bukan Termoplastik;M2;
9.2.(3a);Rambu Jalan Tunggal dengan Permukaan Pemantul Engineering Grade;Buah;
9.2.(3b);Rambu Jalan Ganda dengan Permukaan Pemantul Engineering Grade;Buah;
9.2.(4a);Rambu Jalan Tunggal dengan Pemantul High Intensity Grade;Buah;
9.2.(4b);Rambu Jalan Ganda dengan Pemantul High Intensity Grade;Buah;
9.2.(5);Patok Pengarah;Buah; 209.079,20 
9.2.(5a);Patok Pengarah (PE/Plastic);Buah; 212.591,40 
9.2.(6a);Patok Kilometer;Buah;
9.2.(6b);Patok Hektometer;Buah;
9.2.(7);Rel Pengaman;M1; 2.952.335,56 
9.2.(8);Paku Jalan Tidak Memantul;Buah;
9.2.(9a);Paku Jalan Memantul Bujur Sangkar;Buah;
9.2.(9b);Paku Jalan Memantul Persegi panjang;Buah;
9.2.(9c);Paku Jalan Memantul Bulat;Buah;
9.2(10a);Kerb Pracetak Jenis 1 (Peninggi/Mountable);M1;
9.2.(10b);Kereb Pracetak Jenis 2 (Penghalang/Barrier);M1;
9.2.(10c);Kereb Pracetak Jenis 3 (Kereb Berparit/Gutter);M1;
9.2.(10d);Kereb Pracetak Jenis 4 (Penghalang Berparit / Barrier Gutter) t = 20 cm;M1;
9.2.(10e);Kereb Pracetak Jenis 5 (Penghalang Berparit / Barrier Gutter) t = 30 cm;M1;
9.2.(10f);Kereb Pracetak Jenis 6 (Kereb dengan Bukaan);Buah;
9.2.(10g);Kereb Pracetak Jenis 7 (Kereb pada Pelandaian Trotoar);Buah;
9.2.(10h);Kereb Pracetak Jenis 8 (Kereb pada Pelandaian Trotoar);Buah;
9.2.(10i);Kereb Pracetak Jenis 9 (Kereb pada Pelandaian Trotoar);Buah;
9.2.(11);Kereb yang digunakan kembali;M1;
9.2.(12a);Perkerasan Blok Beton pada Trotoar dan Median;M1; 205.727,00 
9.2.(12b);Pembengkokan Ubin Eksisting atau Perkerasan Blok Beton Eksisting pada Trotoar atau Median;M1;
9.2.(13);Beton Pemisah Jalur (Concrete Barrier);M1;
9.2.(14);Unit Lampu Penerangan Jalan Lengan Tunggal, Tipe LED;Buah; 25.988.753,00 
9.2.(15);Unit Lampu Penerangan Jalan Lengan Ganda, Tipe LED;Buah; 41.939.492,69 
9.2.(16);Unit Lampu Penerangan Jalan Lengan Tunggal, Tipe Merkuri 250 Watt;Buah;
9.2.(17);Unit Lampu Penerangan Jalan Lengan Ganda, Tipe Merkuri 250 Watt ;Buah;
9.2.(18);Unit Lampu Penerangan Jalan Lengan Tunggal, Tipe Merkuri 400 Watt;Buah;
9.2.(19);Unit Lampu Penerangan Jalan Lengan Ganda, Tipe Merkuri 400 Watt;Buah;
9.2.(20);Pagar Pemisah Pedestrian Carbon Steel;M';
9.2.(21);Pagar Pemisah Pedestrian Galvanised;M';
9.2.(22a);Stabilisasi dengan Tanaman;M2;
9.2.(22b);Stabilisasi dengan Tanaman VS;M2;
9.2.(23);Semak / Perdu;M2;
9.2.(24);Pohon Jenis;Buah;
9.2.(24).a;Pohon Jenis Mahoni;Buah;
Skh-1.9.7.(1);Unit Lampu Penerangan Jalan Tenaga Surya (PJU-TS) Lengan Tunggal;Buah;
