hps_id,source_row,division_code,division_name,payment_code,uraian,original_satuan,satuan,harga_rp,source_reference,item_family,quantity_basis,is_support_item
hps_0452,575,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(6),Truk Tangki 3000 - 4500 Liter,Jam,Jam,419840.33,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0453,576,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(7),Bulldozer 100 - 150 PK,Jam,Jam,1023161.69,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0454,577,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(8),Motor Grader min 100 PK,Jam,Jam,494443.36,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0455,578,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(9),Loader Roda Karet 1.0 - 1.6 M3,Jam,Jam,371972.5,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0456,579,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(10),Loader Roda Berantai 75 - 100 PK,Jam,Jam,522473.89,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0457,580,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(11),Alat Penggali (Excavator) 80 - 140 PK,Jam,Jam,918320.3,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0458,581,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(12),Crane 10 - 15 Ton,Jam,Jam,970492.27,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0459,582,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(13),Penggilas Roda Besi 6 - 9 Ton,Jam,Jam,648636.12,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0460,583,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(14),Penggilas Bervibrasi  5 - 8  Ton,Jam,Jam,505465.71,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0461,584,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(15),Pemadat Bervibrasi 1.5 - 3.0 PK,Jam,Jam,81854.93,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0462,585,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(16),Penggilas Roda Karet 8 - 10 Ton,Jam,Jam,966672.73,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0463,586,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(17),Kompresor 4000 - 6500 Ltr/mnt,Jam,Jam,321679.44,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0464,587,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(18),Mesin Pengaduk beton (Molen) 0.3 - 0.6 M3,Jam,Jam,138873.85,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0465,588,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(19),Pompa Air 70 - 100 mm,Jam,Jam,93339.5,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0466,589,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.1.(20),Jack Hammer,Jam,Jam,78023.1,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unknown,True
hps_0467,590,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(1),Marka Jalan Termoplastik,M2,M2,293923.74,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,area_m2,True
hps_0468,591,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(1).v2,Marka Jalan Termoplastik (Variasi 2),M2,M2,284913.08,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,area_m2,True
hps_0469,598,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(5),Patok Pengarah,Buah,Buah,209079.2,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unit_count,True
hps_0470,599,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(5a),Patok Pengarah (PE/Plastic),Buah,Buah,212591.4,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unit_count,True
hps_0471,602,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(7),Rel Pengaman,M1,M1,2952335.56,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,length_m,True
hps_0472,617,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(12a),Perkerasan Blok Beton pada Trotoar dan Median,M1,M1,205727.0,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,length_m,True
hps_0473,620,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(14),"Unit Lampu Penerangan Jalan Lengan Tunggal, Tipe LED",Buah,Buah,25988753.0,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unit_count,True
hps_0474,621,9,PEKERJAAN HARIAN & PEKERJAAN LAIN-LAIN,9.2.(15),"Unit Lampu Penerangan Jalan Lengan Ganda, Tipe LED",Buah,Buah,41939492.69,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,daily_work,unit_count,True
hps_0475,669,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(1),Galian pada Saluran Air atau Lereng untuk Pemeliharaan,M3,M3,143196.36,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,volume_m3,False
hps_0476,670,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(2),Timbunan Pilihan pada Lereng Tepi Saluran untuk Pemeliharaan,M3,M3,471523.84,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,volume_m3,False
hps_0477,671,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(3),Pebaikan Pasangan Batu dengan Mortar,M3,M3,1335534.57,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,volume_m3,False
hps_0478,672,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(4),Perbaikan Lapis Fondasi Agregat Kelas A,M3,M3,1273937.19,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,volume_m3,False
hps_0479,674,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(6),Perbaikan Lapis Fondasi Agregat Kelas S,M3,M3,801360.07,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,volume_m3,False
hps_0480,677,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(9),Perbaikan Campuran Aspal Panas,M3,M3,5461047.78,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,volume_m3,False
hps_0481,689,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(19.a),Pengecatan Patok,Buah,Buah,47976.04,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,unit_count,False
hps_0482,693,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(21),Pembersihan Drainase,M,M1,8485.82,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,length_m,False
hps_0483,694,10,PEKERJAAN PEMELIHARAAN KINERJA,10.1.(22),Pengendalian Tanaman,M2,M2,2921.01,SE DJBK No. 182/SE/Dk/2025 / AHSP Bina Marga,performance_maintenance,area_m2,False
