asb_id|no|kelompok_barang|kode_barang|uraian|spesifikasi|satuan|harga_rp|kelompok_belanja|treatment_family|surface_type|width_m|layer_thickness_cm
asb_0001|1|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A1"|"Lebar = 3 m, HRS-Base = 3,5 cm"|"Meter"|723000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|3.5
asb_0002|2|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A2"|"Lebar = 3,5 m, HRS-Base = 3,5 cm"|"Meter"|834000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|3.5
asb_0003|3|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A3"|"Lebar = 4 m, HRS-Base = 3,5 cm"|"Meter"|947000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|3.5
asb_0004|4|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A4"|"Lebar = 4,5 m, HRS-Base = 3,5 cm"|"Meter"|1059000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|3.5
asb_0005|5|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A5"|"Lebar = 5 m, HRS-Base = 3,5 cm"|"Meter"|1323000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|3.5
asb_0006|6|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A6"|"Lebar = 3 m, HRS-Base = 4 cm"|"Meter"|814000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0007|7|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A7"|"Lebar = 3,5 m, HRS-Base = 4 cm"|"Meter"|940000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0008|8|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A8"|"Lebar = 4 m, HRS-Base = 4 cm"|"Meter"|1068000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0009|9|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A9"|"Lebar = 4,5 m, HRS-Base = 4 cm"|"Meter"|1196000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0010|10|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A10"|"Lebar = 5 m, HRS-Base = 4 cm"|"Meter"|1323000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0011|11|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A11"|"Lebar = 3 m, HRS-Base = 5 cm"|"Meter"|995000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0012|12|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A12"|"Lebar = 3,5 m, HRS-Base = 5 cm"|"Meter"|1153000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0013|13|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A13"|"Lebar = 4 m, HRS-Base = 5 cm"|"Meter"|1310000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0014|14|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A14"|"Lebar = 4,5 m, HRS-Base = 5 cm"|"Meter"|1468000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0015|15|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A15"|"Lebar = 5 m, HRS-Base = 5 cm"|"Meter"|1625000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0016|16|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A16"|"Lebar = 3 m, HRS-WC = 4 cm"|"Meter"|832000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0017|17|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A17"|"Lebar = 3,5 m, HRS-WC = 4 cm"|"Meter"|962000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0018|18|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A18"|"Lebar = 4 m, HRS-WC = 4 cm"|"Meter"|1093000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0019|19|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A19"|"Lebar = 4,5 m, HRS-WC = 4 cm"|"Meter"|1223000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0020|20|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A20"|"Lebar = 5 m, HRS-WC = 4 cm"|"Meter"|1353000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0021|21|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A21"|"Lebar = 3 m, HRS-WC = 5 cm"|"Meter"|1019000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0022|22|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A22"|"Lebar = 3,5 m, HRS-WC = 5 cm"|"Meter"|1179000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0023|23|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A23"|"Lebar = 4 m, HRS-WC = 5 cm"|"Meter"|1341000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0024|24|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A24"|"Lebar = 4,5 m, HRS-WC = 5 cm"|"Meter"|1503000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0025|25|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe A25"|"Lebar = 5 m, HRS-WC = 5 cm"|"Meter"|1663000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0026|26|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B1"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm"|"Meter"|1523000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0027|27|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B2"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm"|"Meter"|1750000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0028|28|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B3"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm"|"Meter"|1977000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0029|29|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B4"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm"|"Meter"|1749000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0030|30|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B5"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm"|"Meter"|2003000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0031|31|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B6"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 20 cm"|"Meter"|2259000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0032|32|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B7"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm"|"Meter"|1975000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0033|33|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B8"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 15 cm"|"Meter"|2257000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0034|34|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B9"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 20 cm"|"Meter"|2540000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0035|35|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B10"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm"|"Meter"|2199000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0036|36|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B11"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 15 cm"|"Meter"|2511000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0037|37|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B12"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 20 cm"|"Meter"|2822000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0038|38|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B13"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm"|"Meter"|2425000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0039|39|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B14"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 15 cm"|"Meter"|2765000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0040|40|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B15"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 20 cm"|"Meter"|3104000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0041|41|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B16"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm"|"Meter"|1342000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0042|42|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B17"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm"|"Meter"|1569000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0043|43|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B18"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 20 cm"|"Meter"|1795000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0044|44|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B19"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm"|"Meter"|1537000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0045|45|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B20"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm"|"Meter"|1791000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0046|46|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B21"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 20 cm"|"Meter"|2047000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0047|47|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B22"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 10 cm"|"Meter"|1731000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0048|48|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B23"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 15 cm"|"Meter"|2015000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0049|49|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B24"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 20 cm"|"Meter"|2298000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0050|50|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B25"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 10 cm"|"Meter"|1926000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0051|51|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B26"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 15 cm"|"Meter"|2238000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0052|52|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B27"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 20 cm"|"Meter"|2549000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0053|53|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B28"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 10 cm"|"Meter"|2122000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0054|54|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B29"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 15 cm"|"Meter"|2461000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0055|55|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B30"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 20 cm"|"Meter"|2801000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0056|56|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B31"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm"|"Meter"|1547000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0057|57|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B32"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm"|"Meter"|1773000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0058|58|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B33"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 20 cm"|"Meter"|1999000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0059|59|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B34"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm"|"Meter"|1776000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0060|60|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B35"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 15 cm"|"Meter"|2030000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0061|61|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B36"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 20 cm"|"Meter"|2286000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0062|62|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B37"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 10 cm"|"Meter"|2004000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0063|63|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B38"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 15 cm"|"Meter"|2288000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0064|64|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B39"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 20 cm"|"Meter"|2571000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0065|65|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B40"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 10 cm"|"Meter"|2234000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0066|66|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B41"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 15 cm"|"Meter"|2545000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0067|67|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B42"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 20 cm"|"Meter"|2856000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0068|68|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B43"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm"|"Meter"|2463000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0069|69|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B44"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm"|"Meter"|2803000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0070|70|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B45"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 20 cm"|"Meter"|3143000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0071|71|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B46"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm"|"Meter"|1361000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0072|72|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B47"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 15 cm"|"Meter"|1586000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0073|73|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B48"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 20 cm"|"Meter"|1813000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0074|74|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B49"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 10 cm"|"Meter"|1558000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0075|75|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B50"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 15 cm"|"Meter"|1813000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0076|76|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B51"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 20 cm"|"Meter"|2068000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0077|77|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B52"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 10 cm"|"Meter"|1756000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0078|78|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B53"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 15 cm"|"Meter"|2039000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0079|79|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B54"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 20 cm"|"Meter"|2323000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0080|80|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B55"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 10 cm"|"Meter"|1954000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0081|81|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B56"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 15 cm"|"Meter"|2265000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0082|82|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B57"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 20 cm"|"Meter"|2577000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0083|83|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B58"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 10 cm"|"Meter"|2152000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0084|84|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B59"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 15 cm"|"Meter"|2492000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0085|85|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe B60"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 20 cm"|"Meter"|2831000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0086|86|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C1"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|1751000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0087|87|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C2"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|1956000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0088|88|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C3"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2183000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0089|89|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C4"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2161000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0090|90|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C5"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2387000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0091|91|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C6"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|2613000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0092|92|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C7"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|1997000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0093|93|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C8"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2228000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0094|94|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C9"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2482000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0095|95|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C10"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2458000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0096|96|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C11"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2713000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0097|97|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C12"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|2967000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0098|98|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C13"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2243000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0099|99|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C14"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2499000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0100|100|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C15"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2782000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0101|101|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C16"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2755000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0102|102|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C17"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3039000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0103|103|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C18"|"Lebar = 4 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3321000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0104|104|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C19"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2490000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0105|105|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C20"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2771000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0106|106|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C21"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3082000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0107|107|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C22"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3052000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0108|108|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C23"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3364000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0109|109|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C24"|"Lebar = 4,5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3675000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
