asb_id|no|kelompok_barang|kode_barang|uraian|spesifikasi|satuan|harga_rp|kelompok_belanja|treatment_family|surface_type|width_m|layer_thickness_cm
asb_0723|723|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D518"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|5672000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0724|724|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D519"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|5705000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0725|725|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D520"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|6012000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0726|726|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D521"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|6352000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0727|727|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D522"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|5554000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0728|728|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D523"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|5861000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0729|729|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D524"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|6169000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0730|730|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D525"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|6201000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0731|731|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D526"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|6508000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0732|732|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D527"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|6847000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0733|733|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E1"|"Lebar = 3 m, HRS-Base = 4 cm, Bahu Beton = 1 m"|"Meter"|1427000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0734|734|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E2"|"Lebar = 3,5 m, HRS-Base = 4 cm, Bahu Beton = 1 m"|"Meter"|1566000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0735|735|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E3"|"Lebar = 4 m, HRS-Base = 4 cm, Bahu Beton = 1 m"|"Meter"|1704000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|4
asb_0736|736|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E4"|"Lebar = 4,5 m, HRS-Base = 4 cm, Bahu Beton = 1 m"|"Meter"|1842000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|4
asb_0737|737|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E5"|"Lebar = 5 m, HRS-Base = 4 cm, Bahu Beton = 1 m"|"Meter"|1980000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0738|738|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E6"|"Lebar = 3 m, HRS-Base = 5 cm, Bahu Beton = 1 m"|"Meter"|1609000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0739|739|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E7"|"Lebar = 3,5 m, HRS-Base = 5 cm, Bahu Beton = 1 m"|"Meter"|1778000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0740|740|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E8"|"Lebar = 4 m, HRS-Base = 5 cm, Bahu Beton = 1 m"|"Meter"|1946000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0741|741|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E9"|"Lebar = 4,5 m, HRS-Base = 5 cm, Bahu Beton = 1 m"|"Meter"|2115000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0742|742|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E10"|"Lebar = 5 m, HRS-Base = 5 cm, Bahu Beton = 1 m"|"Meter"|2282000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0743|743|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E11"|"Lebar = 3 m, HRS-WC = 5 cm, Bahu Beton = 1 m"|"Meter"|1632000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0744|744|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E12"|"Lebar = 3,5 m, HRS-WC = 5 cm, Bahu Beton = 1 m"|"Meter"|1805000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0745|745|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E13"|"Lebar = 4 m, HRS-WC = 5 cm, Bahu Beton = 1 m"|"Meter"|1977000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0746|746|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E14"|"Lebar = 4,5 m, HRS-WC = 5 cm, Bahu Beton = 1 m"|"Meter"|2149000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0747|747|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E15"|"Lebar = 5 m, HRS-WC = 5 cm, Bahu Beton = 1 m"|"Meter"|2322000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0748|748|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E16"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2062000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0749|749|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E17"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|2289000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0750|750|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E18"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|2515000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0751|751|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E19"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2287000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0752|752|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E20"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|2542000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0753|753|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E21"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|2796000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0754|754|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E22"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2512000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0755|755|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E23"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|2795000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0756|756|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E24"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|3079000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0757|757|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E25"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2738000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0758|758|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E26"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|3049000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0759|759|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E27"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|3360000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0760|760|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E28"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2962000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0761|761|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E29"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|3302000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0762|762|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E30"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|3642000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0763|763|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E31"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2085000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0764|764|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E32"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|2311000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0765|765|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E33"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|2538000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0766|766|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E34"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2313000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0767|767|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E35"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|2569000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0768|768|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E36"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|2823000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0769|769|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E37"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2543000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0770|770|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E38"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|2826000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0771|771|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E39"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|3109000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0772|772|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E40"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|2772000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0773|773|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E41"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|3083000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0774|774|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E42"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|3395000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0775|775|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E43"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, Bahu Beton = 1 m"|"Meter"|3000000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0776|776|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E44"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, Bahu Beton = 1 m"|"Meter"|3340000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0777|777|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E45"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 20 cm, Bahu Beton = 1 m"|"Meter"|3680000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0778|778|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E46"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1 m"|"Meter"|2471000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0779|779|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E47"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|2676000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0780|780|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E48"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|2903000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0781|781|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E49"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|2881000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0782|782|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E50"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|3106000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0783|783|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E51"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|3333000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0784|784|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E52"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1m"|"Meter"|2747000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0785|785|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E53"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1m"|"Meter"|2978000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0786|786|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E54"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1m"|"Meter"|3232000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0787|787|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E55"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3208000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0788|788|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E56"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3463000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0789|789|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E57"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3717000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0790|790|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E58"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1m"|"Meter"|3024000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0791|791|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E59"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1m"|"Meter"|3280000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0792|792|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E60"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1m"|"Meter"|3563000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0793|793|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E61"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3536000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0794|794|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E62"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3818000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0795|795|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E63"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|4101000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0796|796|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E64"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1 m"|"Meter"|3300000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0797|797|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E65"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|3581000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0798|798|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E66"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|3893000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0799|799|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E67"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|3864000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0800|800|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E68"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|4175000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0801|801|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E69"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|4486000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0802|802|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E70"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1 m"|"Meter"|3576000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0803|803|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E71"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|3883000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0804|804|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E72"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|4223000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0805|805|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E73"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|4190000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0806|806|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E74"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|4530000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0807|807|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E75"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|4870000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0808|808|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E76"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1 m"|"Meter"|2494000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0809|809|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E77"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|2699000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0810|810|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E78"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1 m"|"Meter"|2925000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0811|811|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E79"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|2904000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0812|812|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E80"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|3130000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0813|813|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E81"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm, Bahu Beton = 1 m"|"Meter"|3357000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0814|814|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E82"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm, Bahu Beton = 1m"|"Meter"|2774000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0815|815|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E83"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm, Bahu Beton = 1m"|"Meter"|3005000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0816|816|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E84"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm, Bahu Beton = 1m"|"Meter"|3259000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0817|817|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E85"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3234000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0818|818|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe E86"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm, Bahu Beton = 1m"|"Meter"|3490000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
