comparison_name,K,category,road_key,road_name,rank_A,rank_B,A_scenario_id,A_model,A_score_type,B_scenario_id,B_model,B_score_type
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,kalumpang - baruh,Kalumpang - Baruh,59,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,jangkang - desa wasah hilir,Jangkang - Ds. Wasah Hilir,62,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,pandan sari - desa angkinang,Pandan Sari - Ds. Angkinang,64,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,sp 4 baru tampang - sp bilui pamujaan,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,65,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,sp bakarung selatan - sei kudung,Sp. Bakarung Selatan - Sungai Kudung,68,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,rahmah bahran,Rahmah Bahran,70,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,karampaci - desa kapuh,Karampaci - Ds. Kapuh,71,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,banua kambang - desa wasah tengah,Banua Kambang - Ds. Wasah Tengah,75,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,desa kapuh tengah menuju majelis talim,Ds. Kapuh Tengah (Menuju Majelis Talim),76,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,anjiran rantauan - desa taniran tengah,Anjiran Rantauan - Ds. Taniran Tengah,77,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,palas - desa wasah tengah,Palas - Ds. Wasah Tengah,80,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,lorong bupati,Lorong Bupati,81,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,teratai menuju komp perumnas hamalau,Teratai Menuju Komplek Perumnas Hamalau,83,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,simpur - simp bilui,Simpur - Simp. Bilui,84,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,banua hanyar - desa tanjung selor,Banua Hanyar - Ds. Tanjung Selor,85,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,sei kacil i - kapuh padang,Sungai Kacil I - Kapuh Padang,86,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,jangkang - pantai ulin,Jangkang - Pantai Ulin,87,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,papagaran - desa amawang kanan,Papagaran - Ds. Amawang Kanan,88,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,munggu raya - desa hariti,Munggu Raya - Ds. Hariti,89,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,budi bakti - tiga desember,Budi Bakti - Tiga Desember,90,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,halayung - hantarukung,Halayung - Hantarukung,91,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,ambarai - madang,Ambarai - Madang,92,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,pianggu,Pianggu,93,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,at - taubah - desa kapuh,At-Taubah - Ds. Kapuh,98,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,muara banta - karang jawa,Muara Banta - Karang Jawa,99,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,ulin - tanggul balai mas,Ulin - Tanggul (Balai Mas),100,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,pandulangan - kalinduku,Pandulangan - Kalinduku,101,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,rawati - desa panjampang bahagia,Rawati - Ds. Panjampang Bahagia,102,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,firdaus - desa kapuh,Firdaus - Ds. Kapuh,103,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,tanjung selor - desa badaun,Tanjung Selor - Ds. Badaun,104,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,A_only,bangga,Bangga TMMD,105,,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,siang gantung - desa baru,siang gantung – desa baru,,3,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sei raya selatan - malutu - goa berangin,sei raya selatan – malutu – goa berangin,,4,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,jafri zamzam,jafri zamzam,,7,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,samuda - bajayau,samuda – bajayau,,9,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,bajayau - desa bajayau tengah,bajayau – desa bajayau tengah,,11,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,malinau - katingin - kamawakan,malinau – katingin – kamawakan,,14,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,mawangi - bukuanin - telaga langsat,mawangi – bukuanin – telaga langsat,,15,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tanuhi - ulang,tanuhi – ulang,,17,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,mandapai - madang,mandapai – madang,,18,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,dahlia,dahlia,,19,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sei mandala murung raya,sei mandala murung raya,,20,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,loklahung - kamawakan,loklahung – kamawakan,,23,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,bayanan - pihanin,bayanan – pihanin,,25,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,gumbil - masimpan,gumbil – masimpan,,28,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,halunuk - riam tajam talo - hamak umpaya,halunuk – riam tajam talo – hamak umpaya,,30,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tembok baru - desa baluti,tembok baru – desa baluti,,31,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tukang garit tambangan,tukang garit tambangan,,32,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sp 4 mesjid sirih - sarang nyamuk - asam tamiyang,sp 4 mesjid sirih – sarang nyamuk – asam tamiyang,,34,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tembok lama - loklua,tembok lama – loklua,,37,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tabihi - telaga langsat,tabihi – telaga langsat,,38,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,bamban selatan - pakuan,bamban selatan – pakuan,,43,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,bumi berkat - mungkur galah,bumi berkat – mungkur galah,,45,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,hamalau - anjiran,hamalau – anjiran,,46,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,kalumpang - balimau,kalumpang – balimau,,49,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,bago tanggul - katilang - teratai,bago tanggul – katilang – teratai,,53,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sp empat lungau - bangkau,sp empat lungau – bangkau,,55,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,teluk pinang - baluti,teluk pinang – baluti,,56,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,gerilya depan pustu habirau,gerilya depan pustu habirau,,57,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,malilingin - lokbahan - paniungan,malilingin – lokbahan – paniungan,,59,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,negara - tumbukan banyu,negara – tumbukan banyu,,60,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,mawangi - pariangan,mawangi – pariangan,,61,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,angkinang selatan - tawia - wawaran,angkinang selatan – tawia – wawaran,,62,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,longawang - gumbil,longawang – gumbil,,63,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,karang jawa - ambarai - sei bungur,karang jawa – ambarai – sei bungur,,64,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sp 4 banjarbaru - pasar negara,sp 4 banjarbaru – pasar negara,,65,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,rel angkinang,rel angkinang – angkinang,,66,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tanayung - simp ambarai,tanayung – simp ambarai,,69,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,telaga langsat - pakuan timur,telaga langsat – pakuan timur,,70,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,pagat batu - muara hariang,pagat batu – muara hariang,,71,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,mawar daha selatan,mawar daha selatan,,72,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,kaliring - sp padang batung,kaliring – sp padang batung,,74,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,panjampang bahagia - hanau,panjampang bahagia – hanau,,76,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tibung raya - hamalau dalam,tibung raya – hamalau dalam,,77,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,kaminting batu,kaminting batu,,78,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sp hamalau - teluk pinang,sp hamalau – teluk pinang,,79,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,banyu barau - sei kalang,banyu barau – sei kalang,,80,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tajun - sp 3 muara paring agung,tajun – sp 3 muara paring agung,,81,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,harapan sdn habirau ii sei palangan,harapan sdn habirau ii sei palangan,,83,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,baru - desa bajayau,baru – desa bajayau,,85,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,tamiyang - desa tamiyang eks,tamiyang – desa tamiyang eks,,86,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,karya bakti - desa balimau,karya bakti – desa balimau,,87,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,amawang kanan - wasah hulu,amawang kanan – wasah hulu,,88,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,balimau - murung dalam,balimau – murung dalam,,89,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,taal jarau - sp baru tampang,taal jarau – sp baru tampang,,90,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,loksado - haratai,loksado – haratai,,92,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,hulu banyu - datar mangkung - tumingki,hulu banyu – datar mangkung – tumingki,,93,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sei raya selatan - sarang halang,sei raya selatan – sarang halang,,95,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,teluk haur ii,teluk haur ii,,96,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,bariang - getek,bariang – getek,,97,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,asam duhat - desa pantai ulin,asam duhat – desa pantai ulin,,98,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,ida manggala - padang makmur,ida manggala – padang makmur,,100,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sei kudung - kalinduku,sei kudung – kalinduku,,101,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,hariti - sei raya selatan,hariti – sei raya selatan,,102,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,pandak daun buntut muradiyah - pakan dalam,pandak daun buntut muradiyah – pakan dalam,,104,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Any2026_Final,105,B_only,sukaramai - keramat,sukaramai – keramat,,105,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,singakarsa - palas,Singakarsa - Palas,3,34,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,wasah hulu - amparaya - simpur,Wasah Hulu - Amparaya - Simpur,6,25,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,angkinang - telaga langsat,Angkinang - Telaga Langsat,12,31,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,sei raya - jambu hulu paku,Sungai Raya - Jambu Hulu/Paku,20,35,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,taniran selatan kubah - buntut taniran wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,23,2,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,tambangan - desa baruh jaya,Tambangan - Ds. Baruh Jaya,26,26,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,overlap,asam cangkuk - telaga bidadari,Asam Cangkuk - Telaga Bidadari,31,19,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,panglima batur,Panglima Batur,1,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,aluh idut,Aluh Idut,2,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,kandangan hulu - sp tabihi,Kandangan Hulu - Sp. Tabihi,4,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,merah johansyah - melati,Merah Johansyah - Melati,5,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,pemuda,Pemuda,7,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,bakarung - rantauan,Bakarung - Rantauan,8,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,parindra,Parindra,9,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,wasah tengah - sei tarap,Wasah Tengah - Sungai Tarap,10,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,kesehatan - komp rmh dokter,Kesehatan - Komp. Rmh Dokter,11,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,hamalau - ganda,Hamalau - Ganda,13,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,simpur - sp 3 muara paring agung,Simpur - Sp. 3 Muara Paring Agung,14,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,anggrek,Anggrek,15,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,palajau - desa baluti,Palajau - Ds. Baluti,16,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,teluk mesjid - sp 4 muara banta,Teluk Mesjid - Sp. 4 Muara Banta,17,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,wahab syahrani,Wahab Syahrani,18,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,menuju stadion 2 desember,Menuju Stadion 2 Desember,19,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,pandak daun - baruh jaya - samuda,Pandak Daun - Baruh Jaya - Samuda,21,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,bayanan - habirau tengah,Bayanan - Habirau Tengah,22,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,sekolah islam kandangan barat,Sekolah Islam (Kandangan Barat),24,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,ks tubun,KS. Tubun,25,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,tibung raya - asam cangkuk,Tibung Raya - Asam Cangkuk,27,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,taniran selatan - rantauan,Taniran Selatan - Rantauan,28,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,amawang muka - getek,Amawang Muka - Getek,29,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,hamalau - pahampangan,Hamalau - Pahampangan,30,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,rantauan - sei baru pulau,Rantauan - Sungai Baru (Pulau),32,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,wasah hilir - sarang halang,Wasah Hilir - Sarang Halang,33,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,taal batang kulur - sp 3 muara prg agung,Taal Batang Kulur - Sp. 3 Muara Prg Agung,34,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,A_only,newangsekarti - desa gambah luar muka,Newangsekarti - Ds. Gambah Luar Muka,35,,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,B_only,padang batung - batulaki - malilingin,padang batung – batulaki – malilingin,,1,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,B_only,samuda - bajayau,samuda – bajayau,,3,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,B_only,palas - desa wasah tengah,palas – desa wasah tengah,,4,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,B_only,mawangi - bukuanin - telaga langsat,mawangi – bukuanin – telaga langsat,,5,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,B_only,tanjung selor - desa badaun,tanjung selor – desa badaun,,6,normatif_17,AHP_WSM,,refined_rerank_teknokratis2026,XGBoost,rerank
