comparison_name,K,reference_A,comparison_B,A_scenario_id,A_model,A_score_type,B_scenario_id,B_model,B_score_type,overlap_count,overlap_percent,A_only_count,B_only_count,overlap_road_names,A_only_road_names,B_only_road_names,A_ranked_road_names,B_ranked_road_names
AHP_WSM_17_vs_Historis_Any2026_Final,35,normatif_17 / AHP_WSM / (default),refined_recall_max_any2026 / DecisionTree / rerank_population_focus,normatif_17,AHP_WSM,,refined_recall_max_any2026,DecisionTree,rerank_population_focus,5,14.29,30,30,Angkinang - Telaga Langsat | Hamalau - Ganda | Palajau - Ds. Baluti | Sungai Raya - Jambu Hulu/Paku | Amawang Muka - Getek,Panglima Batur | Aluh Idut | Singakarsa - Palas | Kandangan Hulu - Sp. Tabihi | Merah Johansyah - Melati | Wasah Hulu - Amparaya - Simpur | Pemuda | Bakarung - Rantauan | Parindra | Wasah Tengah - Sungai Tarap | Kesehatan - Komp. Rmh Dokter | Simpur - Sp. 3 Muara Paring Agung | Anggrek | Teluk Mesjid - Sp. 4 Muara Banta | Wahab Syahrani | Menuju Stadion 2 Desember | Pandak Daun - Baruh Jaya - Samuda | Bayanan - Habirau Tengah | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Sekolah Islam (Kandangan Barat) | KS. Tubun | Tambangan - Ds. Baruh Jaya | Tibung Raya - Asam Cangkuk | Taniran Selatan - Rantauan | Hamalau - Pahampangan | Asam Cangkuk - Telaga Bidadari | Rantauan - Sungai Baru (Pulau) | Wasah Hilir - Sarang Halang | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Newangsekarti - Ds. Gambah Luar Muka,padang batung – batulaki – malilingin | angkinang – kayu abang – panggang hijau | baluti – jambu hulu paku | samuda – bajayau | hamalau – telaga bidadari – wasah hilir | tembok baru – desa baluti | baiturrahim parincahan | tukang garit tambangan | sei raya selatan – malutu – goa berangin | sukaramai – keramat | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | padang haur – desa wasah tengah | gerilya depan pustu habirau | sp 4 banjarbaru – pihanin raya | angkinang selatan – tawia – wawaran | tumbukan banyu – banua hanyar | jafri zamzam | tanjungan – sp 10 batang kulur – sei kali | rambai – bariang | mawangi – bukuanin – telaga langsat | bajayau – desa bajayau tengah | tabihi – telaga langsat | bakarung – tabihi – karang jawa | mandapai – madang | malinau – katingin – kamawakan | kaliring – sp padang batung | siang gantung – desa baru | gumbil – masimpan | panggang hijau – desa tawar | sei raya selatan – sarang halang,Panglima Batur | Aluh Idut | Singakarsa - Palas | Kandangan Hulu - Sp. Tabihi | Merah Johansyah - Melati | Wasah Hulu - Amparaya - Simpur | Pemuda | Bakarung - Rantauan | Parindra | Wasah Tengah - Sungai Tarap | Kesehatan - Komp. Rmh Dokter | Angkinang - Telaga Langsat | Hamalau - Ganda | Simpur - Sp. 3 Muara Paring Agung | Anggrek | Palajau - Ds. Baluti | Teluk Mesjid - Sp. 4 Muara Banta | Wahab Syahrani | Menuju Stadion 2 Desember | Sungai Raya - Jambu Hulu/Paku | Pandak Daun - Baruh Jaya - Samuda | Bayanan - Habirau Tengah | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Sekolah Islam (Kandangan Barat) | KS. Tubun | Tambangan - Ds. Baruh Jaya | Tibung Raya - Asam Cangkuk | Taniran Selatan - Rantauan | Amawang Muka - Getek | Hamalau - Pahampangan | Asam Cangkuk - Telaga Bidadari | Rantauan - Sungai Baru (Pulau) | Wasah Hilir - Sarang Halang | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Newangsekarti - Ds. Gambah Luar Muka,palajau – desa baluti | padang batung – batulaki – malilingin | angkinang – kayu abang – panggang hijau | baluti – jambu hulu paku | samuda – bajayau | hamalau – telaga bidadari – wasah hilir | tembok baru – desa baluti | baiturrahim parincahan | tukang garit tambangan | sei raya selatan – malutu – goa berangin | sukaramai – keramat | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | padang haur – desa wasah tengah | gerilya depan pustu habirau | sp 4 banjarbaru – pihanin raya | angkinang selatan – tawia – wawaran | tumbukan banyu – banua hanyar | jafri zamzam | angkinang – telaga langsat | amawang muka – getek | tanjungan – sp 10 batang kulur – sei kali | rambai – bariang | mawangi – bukuanin – telaga langsat | bajayau – desa bajayau tengah | sei raya – jambu hulu paku | tabihi – telaga langsat | hamalau – ganda | bakarung – tabihi – karang jawa | mandapai – madang | malinau – katingin – kamawakan | kaliring – sp padang batung | siang gantung – desa baru | gumbil – masimpan | panggang hijau – desa tawar | sei raya selatan – sarang halang
AHP_WSM_17_vs_Historis_Any2026_Final,70,normatif_17 / AHP_WSM / (default),refined_recall_max_any2026 / RandomForest / grid_0005,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,grid_0005,26,37.14,44,44,Singakarsa - Palas | Wasah Hulu - Amparaya - Simpur | Angkinang - Telaga Langsat | Hamalau - Ganda | Palajau - Ds. Baluti | Sungai Raya - Jambu Hulu/Paku | Pandak Daun - Baruh Jaya - Samuda | Bayanan - Habirau Tengah | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Tambangan - Ds. Baruh Jaya | Amawang Muka - Getek | Asam Cangkuk - Telaga Bidadari | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Hamalau - Telaga Bidadari - Wasah Hilir | Tumbukan Banyu - Banua Hanyar | Baluti - Jambu Hulu (Paku) | Panggang Hijau - Ds. Tawar | Samping Bappeda - Mesjid Darul Halik | SP.4. Banjarbaru - Pihanin Raya | Padang Batung - Batulaki - Malilingin | Sungai Paring - Sei Hanyar Pantai Ulin | Wasah Hilir - Amparaya | Paku (Jambu Hulu) - Ganda | Pakan Dalam - Kaminting Batu | Padang Haur - Ds. Wasah Tengah | Pangeran Antasari - Loklua,Panglima Batur | Aluh Idut | Kandangan Hulu - Sp. Tabihi | Merah Johansyah - Melati | Pemuda | Bakarung - Rantauan | Parindra | Wasah Tengah - Sungai Tarap | Kesehatan - Komp. Rmh Dokter | Simpur - Sp. 3 Muara Paring Agung | Anggrek | Teluk Mesjid - Sp. 4 Muara Banta | Wahab Syahrani | Menuju Stadion 2 Desember | Sekolah Islam (Kandangan Barat) | KS. Tubun | Tibung Raya - Asam Cangkuk | Taniran Selatan - Rantauan | Hamalau - Pahampangan | Rantauan - Sungai Baru (Pulau) | Wasah Hilir - Sarang Halang | Newangsekarti - Ds. Gambah Luar Muka | Papancan - Ds. Tanah Bangkang | Air Miris - Ds. Wasah Hilir | Kolonel Sugiono | AES Nasution | Musyawarah (Nagara) | Pertanian - Ds. Wasah Tengah | Karang Intan - Tanah Bangkang | Haritas (PT. Pertani) | Tawia - Kayu Abang | Tembok Kacil. Sei. Kudung | Bina Bakat | Tungkaran - Ds. Ulin | Slasa Garih - Ds. Kapuh | Al - Ikhlas - Ds. Baluti | Gerilya - Ds. Simpur | Kalumpang - Baruh | Hamalau - Asam Cangkok | Jangkang - Ds. Wasah Hilir | Pandan Sari - Ds. Angkinang | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Sp. Bakarung Selatan - Sungai Kudung | Rahmah Bahran,sei raya selatan – malutu – goa berangin | siang gantung – desa baru | jafri zamzam | samuda – bajayau | baiturrahim parincahan | sei mandala murung raya | dahlia | angkinang – kayu abang – panggang hijau | mandapai – madang | mawangi – bukuanin – telaga langsat | bajayau – desa bajayau tengah | malinau – katingin – kamawakan | bayanan – pihanin | loklahung – kamawakan | tanuhi – ulang | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | halunuk – riam tajam talo – hamak umpaya | tembok lama – loklua | gumbil – masimpan | karasikan – sarang halang | gerilya depan pustu habirau | tukang garit tambangan | tembok baru – desa baluti | karang jawa – ambarai – sei bungur | mawangi – pariangan | tabihi – telaga langsat | rel angkinang – angkinang | kaminting batu | bakarung – tabihi – karang jawa | telaga langsat – pakuan timur | malilingin – lokbahan – paniungan | tanayung – simp ambarai | panjampang bahagia – hanau | kaliring – sp padang batung | bamban selatan – pakuan | hamalau – anjiran | sp hamalau – teluk pinang | bumi berkat – mungkur galah | kalumpang – balimau | pagat batu – muara hariang | sei raya selatan – sarang halang | negara – tumbukan banyu | teluk pinang – baluti | angkinang selatan – tawia – wawaran,Panglima Batur | Aluh Idut | Singakarsa - Palas | Kandangan Hulu - Sp. Tabihi | Merah Johansyah - Melati | Wasah Hulu - Amparaya - Simpur | Pemuda | Bakarung - Rantauan | Parindra | Wasah Tengah - Sungai Tarap | Kesehatan - Komp. Rmh Dokter | Angkinang - Telaga Langsat | Hamalau - Ganda | Simpur - Sp. 3 Muara Paring Agung | Anggrek | Palajau - Ds. Baluti | Teluk Mesjid - Sp. 4 Muara Banta | Wahab Syahrani | Menuju Stadion 2 Desember | Sungai Raya - Jambu Hulu/Paku | Pandak Daun - Baruh Jaya - Samuda | Bayanan - Habirau Tengah | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Sekolah Islam (Kandangan Barat) | KS. Tubun | Tambangan - Ds. Baruh Jaya | Tibung Raya - Asam Cangkuk | Taniran Selatan - Rantauan | Amawang Muka - Getek | Hamalau - Pahampangan | Asam Cangkuk - Telaga Bidadari | Rantauan - Sungai Baru (Pulau) | Wasah Hilir - Sarang Halang | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Newangsekarti - Ds. Gambah Luar Muka | Hamalau - Telaga Bidadari - Wasah Hilir | Papancan - Ds. Tanah Bangkang | Air Miris - Ds. Wasah Hilir | Kolonel Sugiono | AES Nasution | Musyawarah (Nagara) | Pertanian - Ds. Wasah Tengah | Tumbukan Banyu - Banua Hanyar | Karang Intan - Tanah Bangkang | Haritas (PT. Pertani) | Baluti - Jambu Hulu (Paku) | Panggang Hijau - Ds. Tawar | Tawia - Kayu Abang | Tembok Kacil. Sei. Kudung | Bina Bakat | Samping Bappeda - Mesjid Darul Halik | SP.4. Banjarbaru - Pihanin Raya | Padang Batung - Batulaki - Malilingin | Tungkaran - Ds. Ulin | Slasa Garih - Ds. Kapuh | Sungai Paring - Sei Hanyar Pantai Ulin | Al - Ikhlas - Ds. Baluti | Gerilya - Ds. Simpur | Kalumpang - Baruh | Hamalau - Asam Cangkok | Wasah Hilir - Amparaya | Jangkang - Ds. Wasah Hilir | Paku (Jambu Hulu) - Ganda | Pandan Sari - Ds. Angkinang | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Pakan Dalam - Kaminting Batu | Padang Haur - Ds. Wasah Tengah | Sp. Bakarung Selatan - Sungai Kudung | Pangeran Antasari - Loklua | Rahmah Bahran,padang batung – batulaki – malilingin | taniran selatan kubah – buntut taniran wawaran | palajau – desa baluti | padang haur – desa wasah tengah | sei raya selatan – malutu – goa berangin | sei paring – sei hanyar pantai ulin | siang gantung – desa baru | jafri zamzam | samuda – bajayau | tambangan – desa baruh jaya | singakarsa – palas | pandak daun – baruh jaya – samuda | baiturrahim parincahan | bayanan – habirau tengah | sei mandala murung raya | dahlia | angkinang – kayu abang – panggang hijau | mandapai – madang | paku jambu hulu – ganda | mawangi – bukuanin – telaga langsat | bajayau – desa bajayau tengah | wasah hulu – amparaya – simpur | malinau – katingin – kamawakan | bayanan – pihanin | loklahung – kamawakan | hamalau – telaga bidadari – wasah hilir | tanuhi – ulang | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | halunuk – riam tajam talo – hamak umpaya | tembok lama – loklua | gumbil – masimpan | asam cangkuk – telaga bidadari | baluti – jambu hulu paku | pakan dalam – kaminting batu | karasikan – sarang halang | wasah hilir – amparaya | gerilya depan pustu habirau | taal batang kulur – sp 3 muara prg agung | tukang garit tambangan | tembok baru – desa baluti | samping bappeda – mesjid darul halik | amawang muka – getek | karang jawa – ambarai – sei bungur | tumbukan banyu – banua hanyar | sp 4 banjarbaru – pihanin raya | mawangi – pariangan | tabihi – telaga langsat | rel angkinang – angkinang | hamalau – ganda | kaminting batu | angkinang – telaga langsat | bakarung – tabihi – karang jawa | telaga langsat – pakuan timur | malilingin – lokbahan – paniungan | tanayung – simp ambarai | sei raya – jambu hulu paku | panjampang bahagia – hanau | kaliring – sp padang batung | bamban selatan – pakuan | hamalau – anjiran | sp hamalau – teluk pinang | panggang hijau – desa tawar | bumi berkat – mungkur galah | kalumpang – balimau | pagat batu – muara hariang | pangeran antasari – loklua | sei raya selatan – sarang halang | negara – tumbukan banyu | teluk pinang – baluti | angkinang selatan – tawia – wawaran
AHP_WSM_17_vs_Historis_Any2026_Final,105,normatif_17 / AHP_WSM / (default),refined_recall_max_any2026 / RandomForest / rerank_medium,normatif_17,AHP_WSM,,refined_recall_max_any2026,RandomForest,rerank_medium,40,38.1,65,65,Singakarsa - Palas | Wasah Hulu - Amparaya - Simpur | Bakarung - Rantauan | Angkinang - Telaga Langsat | Hamalau - Ganda | Palajau - Ds. Baluti | Teluk Mesjid - Sp. 4 Muara Banta | Sungai Raya - Jambu Hulu/Paku | Pandak Daun - Baruh Jaya - Samuda | Bayanan - Habirau Tengah | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Tambangan - Ds. Baruh Jaya | Amawang Muka - Getek | Asam Cangkuk - Telaga Bidadari | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Hamalau - Telaga Bidadari - Wasah Hilir | Tumbukan Banyu - Banua Hanyar | Baluti - Jambu Hulu (Paku) | Panggang Hijau - Ds. Tawar | Samping Bappeda - Mesjid Darul Halik | SP.4. Banjarbaru - Pihanin Raya | Padang Batung - Batulaki - Malilingin | Tungkaran - Ds. Ulin | Sungai Paring - Sei Hanyar Pantai Ulin | Hamalau - Asam Cangkok | Wasah Hilir - Amparaya | Paku (Jambu Hulu) - Ganda | Pakan Dalam - Kaminting Batu | Padang Haur - Ds. Wasah Tengah | Pangeran Antasari - Loklua | Tanjungan - Sp. 10 Batang Kulur - Sungai Kali | Angkinang - Kayu Abang - Panggang Hijau | Bakarung -Tabihi - Karang Jawa | Papagaran/Palangsatan | Baiturrahim Parincahan | Karasikan - Sarang Halang | Kalimput Desa Wasah Hilir | Bakarung Tengah - Karang Jawa | Teluk Pinang - Padang Rasau | Jend. Sudirman,Panglima Batur | Aluh Idut | Kandangan Hulu - Sp. Tabihi | Merah Johansyah - Melati | Pemuda | Parindra | Wasah Tengah - Sungai Tarap | Kesehatan - Komp. Rmh Dokter | Simpur - Sp. 3 Muara Paring Agung | Anggrek | Wahab Syahrani | Menuju Stadion 2 Desember | Sekolah Islam (Kandangan Barat) | KS. Tubun | Tibung Raya - Asam Cangkuk | Taniran Selatan - Rantauan | Hamalau - Pahampangan | Rantauan - Sungai Baru (Pulau) | Wasah Hilir - Sarang Halang | Newangsekarti - Ds. Gambah Luar Muka | Papancan - Ds. Tanah Bangkang | Air Miris - Ds. Wasah Hilir | Kolonel Sugiono | AES Nasution | Musyawarah (Nagara) | Pertanian - Ds. Wasah Tengah | Karang Intan - Tanah Bangkang | Haritas (PT. Pertani) | Tawia - Kayu Abang | Tembok Kacil. Sei. Kudung | Bina Bakat | Slasa Garih - Ds. Kapuh | Al - Ikhlas - Ds. Baluti | Gerilya - Ds. Simpur | Kalumpang - Baruh | Jangkang - Ds. Wasah Hilir | Pandan Sari - Ds. Angkinang | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Sp. Bakarung Selatan - Sungai Kudung | Rahmah Bahran | Karampaci - Ds. Kapuh | Banua Kambang - Ds. Wasah Tengah | Ds. Kapuh Tengah (Menuju Majelis Talim) | Anjiran Rantauan - Ds. Taniran Tengah | Palas - Ds. Wasah Tengah | Lorong Bupati | Teratai Menuju Komplek Perumnas Hamalau | Simpur - Simp. Bilui | Banua Hanyar - Ds. Tanjung Selor | Sungai Kacil I - Kapuh Padang | Jangkang - Pantai Ulin | Papagaran - Ds. Amawang Kanan | Munggu Raya - Ds. Hariti | Budi Bakti - Tiga Desember | Halayung - Hantarukung | Ambarai - Madang | Pianggu | At-Taubah - Ds. Kapuh | Muara Banta - Karang Jawa | Ulin - Tanggul (Balai Mas) | Pandulangan - Kalinduku | Rawati - Ds. Panjampang Bahagia | Firdaus - Ds. Kapuh | Tanjung Selor - Ds. Badaun | Bangga TMMD,siang gantung – desa baru | sei raya selatan – malutu – goa berangin | jafri zamzam | samuda – bajayau | bajayau – desa bajayau tengah | malinau – katingin – kamawakan | mawangi – bukuanin – telaga langsat | tanuhi – ulang | mandapai – madang | dahlia | sei mandala murung raya | loklahung – kamawakan | bayanan – pihanin | gumbil – masimpan | halunuk – riam tajam talo – hamak umpaya | tembok baru – desa baluti | tukang garit tambangan | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | tembok lama – loklua | tabihi – telaga langsat | bamban selatan – pakuan | bumi berkat – mungkur galah | hamalau – anjiran | kalumpang – balimau | bago tanggul – katilang – teratai | sp empat lungau – bangkau | teluk pinang – baluti | gerilya depan pustu habirau | malilingin – lokbahan – paniungan | negara – tumbukan banyu | mawangi – pariangan | angkinang selatan – tawia – wawaran | longawang – gumbil | karang jawa – ambarai – sei bungur | sp 4 banjarbaru – pasar negara | rel angkinang – angkinang | tanayung – simp ambarai | telaga langsat – pakuan timur | pagat batu – muara hariang | mawar daha selatan | kaliring – sp padang batung | panjampang bahagia – hanau | tibung raya – hamalau dalam | kaminting batu | sp hamalau – teluk pinang | banyu barau – sei kalang | tajun – sp 3 muara paring agung | harapan sdn habirau ii sei palangan | baru – desa bajayau | tamiyang – desa tamiyang eks | karya bakti – desa balimau | amawang kanan – wasah hulu | balimau – murung dalam | taal jarau – sp baru tampang | loksado – haratai | hulu banyu – datar mangkung – tumingki | sei raya selatan – sarang halang | teluk haur ii | bariang – getek | asam duhat – desa pantai ulin | ida manggala – padang makmur | sei kudung – kalinduku | hariti – sei raya selatan | pandak daun buntut muradiyah – pakan dalam | sukaramai – keramat,Panglima Batur | Aluh Idut | Singakarsa - Palas | Kandangan Hulu - Sp. Tabihi | Merah Johansyah - Melati | Wasah Hulu - Amparaya - Simpur | Pemuda | Bakarung - Rantauan | Parindra | Wasah Tengah - Sungai Tarap | Kesehatan - Komp. Rmh Dokter | Angkinang - Telaga Langsat | Hamalau - Ganda | Simpur - Sp. 3 Muara Paring Agung | Anggrek | Palajau - Ds. Baluti | Teluk Mesjid - Sp. 4 Muara Banta | Wahab Syahrani | Menuju Stadion 2 Desember | Sungai Raya - Jambu Hulu/Paku | Pandak Daun - Baruh Jaya - Samuda | Bayanan - Habirau Tengah | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Sekolah Islam (Kandangan Barat) | KS. Tubun | Tambangan - Ds. Baruh Jaya | Tibung Raya - Asam Cangkuk | Taniran Selatan - Rantauan | Amawang Muka - Getek | Hamalau - Pahampangan | Asam Cangkuk - Telaga Bidadari | Rantauan - Sungai Baru (Pulau) | Wasah Hilir - Sarang Halang | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Newangsekarti - Ds. Gambah Luar Muka | Hamalau - Telaga Bidadari - Wasah Hilir | Papancan - Ds. Tanah Bangkang | Air Miris - Ds. Wasah Hilir | Kolonel Sugiono | AES Nasution | Musyawarah (Nagara) | Pertanian - Ds. Wasah Tengah | Tumbukan Banyu - Banua Hanyar | Karang Intan - Tanah Bangkang | Haritas (PT. Pertani) | Baluti - Jambu Hulu (Paku) | Panggang Hijau - Ds. Tawar | Tawia - Kayu Abang | Tembok Kacil. Sei. Kudung | Bina Bakat | Samping Bappeda - Mesjid Darul Halik | SP.4. Banjarbaru - Pihanin Raya | Padang Batung - Batulaki - Malilingin | Tungkaran - Ds. Ulin | Slasa Garih - Ds. Kapuh | Sungai Paring - Sei Hanyar Pantai Ulin | Al - Ikhlas - Ds. Baluti | Gerilya - Ds. Simpur | Kalumpang - Baruh | Hamalau - Asam Cangkok | Wasah Hilir - Amparaya | Jangkang - Ds. Wasah Hilir | Paku (Jambu Hulu) - Ganda | Pandan Sari - Ds. Angkinang | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Pakan Dalam - Kaminting Batu | Padang Haur - Ds. Wasah Tengah | Sp. Bakarung Selatan - Sungai Kudung | Pangeran Antasari - Loklua | Rahmah Bahran | Karampaci - Ds. Kapuh | Tanjungan - Sp. 10 Batang Kulur - Sungai Kali | Angkinang - Kayu Abang - Panggang Hijau | Bakarung -Tabihi - Karang Jawa | Banua Kambang - Ds. Wasah Tengah | Ds. Kapuh Tengah (Menuju Majelis Talim) | Anjiran Rantauan - Ds. Taniran Tengah | Papagaran/Palangsatan | Baiturrahim Parincahan | Palas - Ds. Wasah Tengah | Lorong Bupati | Karasikan - Sarang Halang | Teratai Menuju Komplek Perumnas Hamalau | Simpur - Simp. Bilui | Banua Hanyar - Ds. Tanjung Selor | Sungai Kacil I - Kapuh Padang | Jangkang - Pantai Ulin | Papagaran - Ds. Amawang Kanan | Munggu Raya - Ds. Hariti | Budi Bakti - Tiga Desember | Halayung - Hantarukung | Ambarai - Madang | Pianggu | Kalimput Desa Wasah Hilir | Bakarung Tengah - Karang Jawa | Teluk Pinang - Padang Rasau | Jend. Sudirman | At-Taubah - Ds. Kapuh | Muara Banta - Karang Jawa | Ulin - Tanggul (Balai Mas) | Pandulangan - Kalinduku | Rawati - Ds. Panjampang Bahagia | Firdaus - Ds. Kapuh | Tanjung Selor - Ds. Badaun | Bangga TMMD,padang batung – batulaki – malilingin | taniran selatan kubah – buntut taniran wawaran | siang gantung – desa baru | sei raya selatan – malutu – goa berangin | padang haur – desa wasah tengah | palajau – desa baluti | jafri zamzam | sei paring – sei hanyar pantai ulin | samuda – bajayau | pandak daun – baruh jaya – samuda | bajayau – desa bajayau tengah | tambangan – desa baruh jaya | singakarsa – palas | malinau – katingin – kamawakan | mawangi – bukuanin – telaga langsat | baiturrahim parincahan | tanuhi – ulang | mandapai – madang | dahlia | sei mandala murung raya | paku jambu hulu – ganda | bayanan – habirau tengah | loklahung – kamawakan | angkinang – kayu abang – panggang hijau | bayanan – pihanin | hamalau – telaga bidadari – wasah hilir | amawang muka – getek | gumbil – masimpan | samping bappeda – mesjid darul halik | halunuk – riam tajam talo – hamak umpaya | tembok baru – desa baluti | tukang garit tambangan | wasah hulu – amparaya – simpur | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sp 4 banjarbaru – pihanin raya | tumbukan banyu – banua hanyar | tembok lama – loklua | tabihi – telaga langsat | hamalau – ganda | angkinang – telaga langsat | sei raya – jambu hulu paku | bakarung – tabihi – karang jawa | bamban selatan – pakuan | baluti – jambu hulu paku | bumi berkat – mungkur galah | hamalau – anjiran | taal batang kulur – sp 3 muara prg agung | asam cangkuk – telaga bidadari | kalumpang – balimau | karasikan – sarang halang | pakan dalam – kaminting batu | wasah hilir – amparaya | bago tanggul – katilang – teratai | panggang hijau – desa tawar | sp empat lungau – bangkau | teluk pinang – baluti | gerilya depan pustu habirau | pangeran antasari – loklua | malilingin – lokbahan – paniungan | negara – tumbukan banyu | mawangi – pariangan | angkinang selatan – tawia – wawaran | longawang – gumbil | karang jawa – ambarai – sei bungur | sp 4 banjarbaru – pasar negara | rel angkinang – angkinang | teluk pinang – padang rasau | tanjungan – sp 10 batang kulur – sei kali | tanayung – simp ambarai | telaga langsat – pakuan timur | pagat batu – muara hariang | mawar daha selatan | hamalau – asam cangkok | kaliring – sp padang batung | bakarung tengah – karang jawa | panjampang bahagia – hanau | tibung raya – hamalau dalam | kaminting batu | sp hamalau – teluk pinang | banyu barau – sei kalang | tajun – sp 3 muara paring agung | jend sudirman | harapan sdn habirau ii sei palangan | teluk mesjid – sp 4 muara banta | baru – desa bajayau | tamiyang – desa tamiyang eks | karya bakti – desa balimau | amawang kanan – wasah hulu | balimau – murung dalam | taal jarau – sp baru tampang | bakarung – rantauan | loksado – haratai | hulu banyu – datar mangkung – tumingki | papagaran palangsatan | sei raya selatan – sarang halang | teluk haur ii | bariang – getek | asam duhat – desa pantai ulin | tungkaran – desa ulin | ida manggala – padang makmur | sei kudung – kalinduku | hariti – sei raya selatan | kalimput desa wasah hilir | pandak daun buntut muradiyah – pakan dalam | sukaramai – keramat
