comparison_name,K,reference_A,comparison_B,overlap_count,overlap_percent,overlap_road_names,A_only_road_names,B_only_road_names
AHP_WSM_17_vs_Historis_Any2026_Final,35,normatif_17 / AHP_WSM,refined_recall_max_any2026 / DecisionTree + rerank_population_focus,5,14.29,Amawang Muka - Getek | Angkinang - Telaga Langsat | Hamalau - Ganda | Palajau - Ds. Baluti | Sungai Raya - Jambu Hulu/Paku,Aluh Idut | Anggrek | Asam Cangkuk - Telaga Bidadari | Bakarung - Rantauan | Bayanan - Habirau Tengah | Hamalau - Pahampangan | Kandangan Hulu - Sp. Tabihi | Kesehatan - Komp. Rmh Dokter | KS. Tubun | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Newangsekarti - Ds. Gambah Luar Muka | Pandak Daun - Baruh Jaya - Samuda | Panglima Batur | Parindra | Pemuda | Rantauan - Sungai Baru (Pulau) | Sekolah Islam (Kandangan Barat) | Simpur - Sp. 3 Muara Paring Agung | Singakarsa - Palas | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Tambangan - Ds. Baruh Jaya | Taniran Selatan - Rantauan | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Teluk Mesjid - Sp. 4 Muara Banta | Tibung Raya - Asam Cangkuk | Wahab Syahrani | Wasah Hilir - Sarang Halang | Wasah Hulu - Amparaya - Simpur | Wasah Tengah - Sungai Tarap,angkinang – kayu abang – panggang hijau | angkinang selatan – tawia – wawaran | baiturrahim parincahan | bajayau – desa bajayau tengah | bakarung – tabihi – karang jawa | baluti – jambu hulu paku | gerilya depan pustu habirau | gumbil – masimpan | hamalau – telaga bidadari – wasah hilir | jafri zamzam | kaliring – sp padang batung | malinau – katingin – kamawakan | mandapai – madang | mawangi – bukuanin – telaga langsat | padang batung – batulaki – malilingin | padang haur – desa wasah tengah | panggang hijau – desa tawar | rambai – bariang | samuda – bajayau | sei raya selatan – malutu – goa berangin | sei raya selatan – sarang halang | siang gantung – desa baru | sp 4 banjarbaru – pihanin raya | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sukaramai – keramat | tabihi – telaga langsat | tanjungan – sp 10 batang kulur – sei kali | tembok baru – desa baluti | tukang garit tambangan | tumbukan banyu – banua hanyar
AHP_WSM_17_vs_Historis_Any2026_Final,70,normatif_17 / AHP_WSM,refined_recall_max_any2026 / RandomForest + grid_0005,26,37.14,Amawang Muka - Getek | Angkinang - Telaga Langsat | Asam Cangkuk - Telaga Bidadari | Baluti - Jambu Hulu (Paku) | Bayanan - Habirau Tengah | Hamalau - Ganda | Hamalau - Telaga Bidadari - Wasah Hilir | Padang Batung - Batulaki - Malilingin | Padang Haur - Ds. Wasah Tengah | Pakan Dalam - Kaminting Batu | Paku (Jambu Hulu) - Ganda | Palajau - Ds. Baluti | Pandak Daun - Baruh Jaya - Samuda | Pangeran Antasari - Loklua | Panggang Hijau - Ds. Tawar | Samping Bappeda - Mesjid Darul Halik | Sungai Paring - Sei Hanyar Pantai Ulin | Sungai Raya - Jambu Hulu/Paku | Singakarsa - Palas | SP.4. Banjarbaru - Pihanin Raya | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Tambangan - Ds. Baruh Jaya | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Tumbukan Banyu - Banua Hanyar | Wasah Hilir - Amparaya | Wasah Hulu - Amparaya - Simpur,AES Nasution | Air Miris - Ds. Wasah Hilir | Al - Ikhlas - Ds. Baluti | Aluh Idut | Anggrek | Bakarung - Rantauan | Bina Bakat | Gerilya - Ds. Simpur | Hamalau - Asam Cangkok | Hamalau - Pahampangan | Haritas (PT. Pertani) | Jangkang - Ds. Wasah Hilir | Kalumpang - Baruh | Kandangan Hulu - Sp. Tabihi | Karang Intan - Tanah Bangkang | Kesehatan - Komp. Rmh Dokter | Kolonel Sugiono | KS. Tubun | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Musyawarah (Nagara) | Newangsekarti - Ds. Gambah Luar Muka | Pandan Sari - Ds. Angkinang | Panglima Batur | Papancan - Ds. Tanah Bangkang | Parindra | Pemuda | Pertanian - Ds. Wasah Tengah | Rahmah Bahran | Rantauan - Sungai Baru (Pulau) | Sekolah Islam (Kandangan Barat) | Simpur - Sp. 3 Muara Paring Agung | Slasa Garih - Ds. Kapuh | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Sp. Bakarung Selatan - Sungai Kudung | Taniran Selatan - Rantauan | Tawia - Kayu Abang | Teluk Mesjid - Sp. 4 Muara Banta | Tembok Kacil. Sei. Kudung | Tibung Raya - Asam Cangkuk | Tungkaran - Ds. Ulin | Wahab Syahrani | Wasah Hilir - Sarang Halang | Wasah Tengah - Sungai Tarap,angkinang – kayu abang – panggang hijau | angkinang selatan – tawia – wawaran | baiturrahim parincahan | bajayau – desa bajayau tengah | bakarung – tabihi – karang jawa | bamban selatan – pakuan | bayanan – pihanin | bumi berkat – mungkur galah | dahlia | gerilya depan pustu habirau | gumbil – masimpan | halunuk – riam tajam talo – hamak umpaya | hamalau – anjiran | jafri zamzam | kaliring – sp padang batung | kalumpang – balimau | kaminting batu | karang jawa – ambarai – sei bungur | karasikan – sarang halang | loklahung – kamawakan | malilingin – lokbahan – paniungan | malinau – katingin – kamawakan | mandapai – madang | mawangi – bukuanin – telaga langsat | mawangi – pariangan | negara – tumbukan banyu | pagat batu – muara hariang | panjampang bahagia – hanau | rel angkinang – angkinang | samuda – bajayau | sei mandala murung raya | sei raya selatan – malutu – goa berangin | sei raya selatan – sarang halang | siang gantung – desa baru | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sp hamalau – teluk pinang | tabihi – telaga langsat | tanayung – simp ambarai | tanuhi – ulang | telaga langsat – pakuan timur | teluk pinang – baluti | tembok baru – desa baluti | tembok lama – loklua | tukang garit tambangan
AHP_WSM_17_vs_Historis_Any2026_Final,105,normatif_17 / AHP_WSM,refined_recall_max_any2026 / RandomForest + rerank_medium,40,38.1,Amawang Muka - Getek | Angkinang - Kayu Abang - Panggang Hijau | Angkinang - Telaga Langsat | Asam Cangkuk - Telaga Bidadari | Baiturrahim Parincahan | Bakarung - Rantauan | Bakarung -Tabihi - Karang Jawa | Bakarung Tengah - Karang Jawa | Baluti - Jambu Hulu (Paku) | Bayanan - Habirau Tengah | Hamalau - Asam Cangkok | Hamalau - Ganda | Hamalau - Telaga Bidadari - Wasah Hilir | Jend. Sudirman | Kalimput Desa Wasah Hilir | Karasikan - Sarang Halang | Padang Batung - Batulaki - Malilingin | Padang Haur - Ds. Wasah Tengah | Pakan Dalam - Kaminting Batu | Paku (Jambu Hulu) - Ganda | Palajau - Ds. Baluti | Pandak Daun - Baruh Jaya - Samuda | Pangeran Antasari - Loklua | Panggang Hijau - Ds. Tawar | Papagaran/Palangsatan | Samping Bappeda - Mesjid Darul Halik | Sungai Paring - Sei Hanyar Pantai Ulin | Sungai Raya - Jambu Hulu/Paku | Singakarsa - Palas | SP.4. Banjarbaru - Pihanin Raya | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Tambangan - Ds. Baruh Jaya | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Tanjungan - Sp. 10 Batang Kulur - Sungai Kali | Teluk Mesjid - Sp. 4 Muara Banta | Teluk Pinang - Padang Rasau | Tumbukan Banyu - Banua Hanyar | Tungkaran - Ds. Ulin | Wasah Hilir - Amparaya | Wasah Hulu - Amparaya - Simpur,AES Nasution | Air Miris - Ds. Wasah Hilir | Al - Ikhlas - Ds. Baluti | Aluh Idut | Ambarai - Madang | Anggrek | Anjiran Rantauan - Ds. Taniran Tengah | At-Taubah - Ds. Kapuh | Bangga TMMD | Banua Hanyar - Ds. Tanjung Selor | Banua Kambang - Ds. Wasah Tengah | Bina Bakat | Budi Bakti - Tiga Desember | Ds. Kapuh Tengah (Menuju Majelis Talim) | Firdaus - Ds. Kapuh | Gerilya - Ds. Simpur | Halayung - Hantarukung | Hamalau - Pahampangan | Haritas (PT. Pertani) | Jangkang - Ds. Wasah Hilir | Jangkang - Pantai Ulin | Kalumpang - Baruh | Kandangan Hulu - Sp. Tabihi | Karampaci - Ds. Kapuh | Karang Intan - Tanah Bangkang | Kesehatan - Komp. Rmh Dokter | Kolonel Sugiono | KS. Tubun | Lorong Bupati | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Muara Banta - Karang Jawa | Munggu Raya - Ds. Hariti | Musyawarah (Nagara) | Newangsekarti - Ds. Gambah Luar Muka | Palas - Ds. Wasah Tengah | Pandan Sari - Ds. Angkinang | Pandulangan - Kalinduku | Panglima Batur | Papagaran - Ds. Amawang Kanan | Papancan - Ds. Tanah Bangkang | Parindra | Pemuda | Pertanian - Ds. Wasah Tengah | Pianggu | Rahmah Bahran | Rantauan - Sungai Baru (Pulau) | Rawati - Ds. Panjampang Bahagia | Sungai Kacil I - Kapuh Padang | Sekolah Islam (Kandangan Barat) | Simpur - Simp. Bilui | Simpur - Sp. 3 Muara Paring Agung | Slasa Garih - Ds. Kapuh | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Sp. Bakarung Selatan - Sungai Kudung | Taniran Selatan - Rantauan | Tanjung Selor - Ds. Badaun | Tawia - Kayu Abang | Tembok Kacil. Sei. Kudung | Teratai Menuju Komplek Perumnas Hamalau | Tibung Raya - Asam Cangkuk | Ulin - Tanggul (Balai Mas) | Wahab Syahrani | Wasah Hilir - Sarang Halang | Wasah Tengah - Sungai Tarap,amawang kanan – wasah hulu | angkinang selatan – tawia – wawaran | asam duhat – desa pantai ulin | bago tanggul – katilang – teratai | bajayau – desa bajayau tengah | balimau – murung dalam | bamban selatan – pakuan | banyu barau – sei kalang | bariang – getek | baru – desa bajayau | bayanan – pihanin | bumi berkat – mungkur galah | dahlia | gerilya depan pustu habirau | gumbil – masimpan | halunuk – riam tajam talo – hamak umpaya | hamalau – anjiran | harapan sdn habirau ii sei palangan | hariti – sei raya selatan | hulu banyu – datar mangkung – tumingki | ida manggala – padang makmur | jafri zamzam | kaliring – sp padang batung | kalumpang – balimau | kaminting batu | karang jawa – ambarai – sei bungur | karya bakti – desa balimau | loklahung – kamawakan | loksado – haratai | longawang – gumbil | malilingin – lokbahan – paniungan | malinau – katingin – kamawakan | mandapai – madang | mawangi – bukuanin – telaga langsat | mawangi – pariangan | mawar daha selatan | negara – tumbukan banyu | pagat batu – muara hariang | pandak daun buntut muradiyah – pakan dalam | panjampang bahagia – hanau | rel angkinang – angkinang | samuda – bajayau | sei kudung – kalinduku | sei mandala murung raya | sei raya selatan – malutu – goa berangin | sei raya selatan – sarang halang | siang gantung – desa baru | sp 4 banjarbaru – pasar negara | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sp empat lungau – bangkau | sp hamalau – teluk pinang | sukaramai – keramat | taal jarau – sp baru tampang | tabihi – telaga langsat | tajun – sp 3 muara paring agung | tamiyang – desa tamiyang eks | tanayung – simp ambarai | tanuhi – ulang | telaga langsat – pakuan timur | teluk haur ii | teluk pinang – baluti | tembok baru – desa baluti | tembok lama – loklua | tibung raya – hamalau dalam | tukang garit tambangan
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,35,normatif_17 / AHP_WSM,refined_rerank_teknokratis2026 / XGBoost + rerank,7,20,Angkinang - Telaga Langsat | Asam Cangkuk - Telaga Bidadari | Sungai Raya - Jambu Hulu/Paku | Singakarsa - Palas | Tambangan - Ds. Baruh Jaya | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Wasah Hulu - Amparaya - Simpur,Aluh Idut | Amawang Muka - Getek | Anggrek | Bakarung - Rantauan | Bayanan - Habirau Tengah | Hamalau - Ganda | Hamalau - Pahampangan | Kandangan Hulu - Sp. Tabihi | Kesehatan - Komp. Rmh Dokter | KS. Tubun | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Newangsekarti - Ds. Gambah Luar Muka | Palajau - Ds. Baluti | Pandak Daun - Baruh Jaya - Samuda | Panglima Batur | Parindra | Pemuda | Rantauan - Sungai Baru (Pulau) | Sekolah Islam (Kandangan Barat) | Simpur - Sp. 3 Muara Paring Agung | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Taniran Selatan - Rantauan | Teluk Mesjid - Sp. 4 Muara Banta | Tibung Raya - Asam Cangkuk | Wahab Syahrani | Wasah Hilir - Sarang Halang | Wasah Tengah - Sungai Tarap,angkinang – kayu abang – panggang hijau | anjiran rantauan – desa taniran tengah | banua hanyar – desa tanjung selor | gumbil – masimpan | halunuk – riam tajam talo – hamak umpaya | hamalau – anjiran | haratai 2 balai ujung atas sdn haratai2 | jarau – parandakan | kayu abang – desa anjiran | kayu abang – paya | loklahung – kamawakan | loksado – haratai | malinau – katingin – kamawakan | mawangi – bukuanin – telaga langsat | muning tengah – batang alai pihanin raya | muning tengah – desa muning dalam | padang batung – batulaki – malilingin | palas – desa wasah tengah | rambai – bariang | samping bappeda – mesjid darul halik | samuda – bajayau | siang gantung – desa baru | tajun – sp 3 muara paring agung | tanjung selor – desa badaun | tanuhi – ulang | teluk haur i | teluk haur ii | tembok baru – desa baluti
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,70,normatif_17 / AHP_WSM,refined_rerank_teknokratis2026 / DecisionTree + rerank,16,22.86,Amawang Muka - Getek | Angkinang - Telaga Langsat | Asam Cangkuk - Telaga Bidadari | Padang Batung - Batulaki - Malilingin | Pakan Dalam - Kaminting Batu | Palajau - Ds. Baluti | Pandan Sari - Ds. Angkinang | Panggang Hijau - Ds. Tawar | Sungai Paring - Sei Hanyar Pantai Ulin | Sungai Raya - Jambu Hulu/Paku | Singakarsa - Palas | Tambangan - Ds. Baruh Jaya | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Tumbukan Banyu - Banua Hanyar | Tungkaran - Ds. Ulin | Wasah Hulu - Amparaya - Simpur,AES Nasution | Air Miris - Ds. Wasah Hilir | Al - Ikhlas - Ds. Baluti | Aluh Idut | Anggrek | Bakarung - Rantauan | Baluti - Jambu Hulu (Paku) | Bayanan - Habirau Tengah | Bina Bakat | Gerilya - Ds. Simpur | Hamalau - Asam Cangkok | Hamalau - Ganda | Hamalau - Pahampangan | Hamalau - Telaga Bidadari - Wasah Hilir | Haritas (PT. Pertani) | Jangkang - Ds. Wasah Hilir | Kalumpang - Baruh | Kandangan Hulu - Sp. Tabihi | Karang Intan - Tanah Bangkang | Kesehatan - Komp. Rmh Dokter | Kolonel Sugiono | KS. Tubun | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Musyawarah (Nagara) | Newangsekarti - Ds. Gambah Luar Muka | Padang Haur - Ds. Wasah Tengah | Paku (Jambu Hulu) - Ganda | Pandak Daun - Baruh Jaya - Samuda | Pangeran Antasari - Loklua | Panglima Batur | Papancan - Ds. Tanah Bangkang | Parindra | Pemuda | Pertanian - Ds. Wasah Tengah | Rahmah Bahran | Rantauan - Sungai Baru (Pulau) | Samping Bappeda - Mesjid Darul Halik | Sekolah Islam (Kandangan Barat) | Simpur - Sp. 3 Muara Paring Agung | Slasa Garih - Ds. Kapuh | SP.4. Banjarbaru - Pihanin Raya | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Sp. Bakarung Selatan - Sungai Kudung | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Taniran Selatan - Rantauan | Tawia - Kayu Abang | Teluk Mesjid - Sp. 4 Muara Banta | Tembok Kacil. Sei. Kudung | Tibung Raya - Asam Cangkuk | Wahab Syahrani | Wasah Hilir - Amparaya | Wasah Hilir - Sarang Halang | Wasah Tengah - Sungai Tarap,amd – desa lok binuang | angkinang – kayu abang – panggang hijau | angkinang selatan – tawia – wawaran | anjiran rantauan – desa taniran tengah | asam duhat – desa pantai ulin | badaun – desa bjayau lama | bago tanggul – katilang – teratai | bajayau – desa bajayau tengah | bamban selatan – tanggang – panggang hijau | bamban tibung – martajiwa | bayanan – pihanin | gang bidan desa tambak bitin | gerilya depan pustu habirau | gumbil – masimpan | guru h izim – desa pantai ulin | h m thaib | halaban | halunuk – riam tajam talo – hamak umpaya | haratai 2 balai ujung atas sdn haratai2 | hariti – sei raya selatan | ida manggala – padang makmur | jarau – parandakan | kalumpang – balimau | kaminting batu | kampung kawat | kayu abang – desa anjiran | loklahung – malaris | loksado – haratai | malilingin – lokbahan – paniungan | malinau – kandihin | malinau – katingin – kamawakan | mandapai – madang | mangaris – limau manis | manggis – desa baru | palas – desa wasah tengah | pandak daun buntut muradiyah – pakan dalam | rel angkinang – angkinang | sei mandala murung raya | sei namang – desa tanah bangkang | sei raya selatan – malutu – goa berangin | siang gantung – desa baru | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sp empat lungau – bangkau | sp empat lungau – garis | sukaramai – keramat | tabihi – telaga langsat | talapak manuk – desa kapuh | tamiyang – desa tamiyang eks | tanah habang – desa simpur | tanjung selor – desa badaun | tanuhi – ulang | teluk haur i | teluk haur ii | tukang garit tambangan
AHP_WSM_17_vs_Historis_Teknokratis2026_Final,105,normatif_17 / AHP_WSM,refined_rerank_teknokratis2026 / DecisionTree + rerank,32,30.48,Aluh Idut | Amawang Muka - Getek | Anggrek | Angkinang - Kayu Abang - Panggang Hijau | Angkinang - Telaga Langsat | Anjiran Rantauan - Ds. Taniran Tengah | Asam Cangkuk - Telaga Bidadari | Kalimput Desa Wasah Hilir | Kandangan Hulu - Sp. Tabihi | Karang Intan - Tanah Bangkang | KS. Tubun | Padang Batung - Batulaki - Malilingin | Pakan Dalam - Kaminting Batu | Palajau - Ds. Baluti | Palas - Ds. Wasah Tengah | Pandan Sari - Ds. Angkinang | Pangeran Antasari - Loklua | Panggang Hijau - Ds. Tawar | Panglima Batur | Rahmah Bahran | Samping Bappeda - Mesjid Darul Halik | Sungai Paring - Sei Hanyar Pantai Ulin | Sungai Raya - Jambu Hulu/Paku | Singakarsa - Palas | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Tambangan - Ds. Baruh Jaya | Taniran Selatan Kubah - Buntut Taniran / Wawaran | Tanjung Selor - Ds. Badaun | Teluk Mesjid - Sp. 4 Muara Banta | Tumbukan Banyu - Banua Hanyar | Tungkaran - Ds. Ulin | Wasah Hulu - Amparaya - Simpur,AES Nasution | Air Miris - Ds. Wasah Hilir | Al - Ikhlas - Ds. Baluti | Ambarai - Madang | At-Taubah - Ds. Kapuh | Baiturrahim Parincahan | Bakarung - Rantauan | Bakarung -Tabihi - Karang Jawa | Bakarung Tengah - Karang Jawa | Baluti - Jambu Hulu (Paku) | Bangga TMMD | Banua Hanyar - Ds. Tanjung Selor | Banua Kambang - Ds. Wasah Tengah | Bayanan - Habirau Tengah | Bina Bakat | Budi Bakti - Tiga Desember | Ds. Kapuh Tengah (Menuju Majelis Talim) | Firdaus - Ds. Kapuh | Gerilya - Ds. Simpur | Halayung - Hantarukung | Hamalau - Asam Cangkok | Hamalau - Ganda | Hamalau - Pahampangan | Hamalau - Telaga Bidadari - Wasah Hilir | Haritas (PT. Pertani) | Jangkang - Ds. Wasah Hilir | Jangkang - Pantai Ulin | Jend. Sudirman | Kalumpang - Baruh | Karampaci - Ds. Kapuh | Karasikan - Sarang Halang | Kesehatan - Komp. Rmh Dokter | Kolonel Sugiono | Lorong Bupati | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Muara Banta - Karang Jawa | Munggu Raya - Ds. Hariti | Musyawarah (Nagara) | Newangsekarti - Ds. Gambah Luar Muka | Padang Haur - Ds. Wasah Tengah | Paku (Jambu Hulu) - Ganda | Pandak Daun - Baruh Jaya - Samuda | Pandulangan - Kalinduku | Papagaran - Ds. Amawang Kanan | Papagaran/Palangsatan | Papancan - Ds. Tanah Bangkang | Parindra | Pemuda | Pertanian - Ds. Wasah Tengah | Pianggu | Rantauan - Sungai Baru (Pulau) | Rawati - Ds. Panjampang Bahagia | Sungai Kacil I - Kapuh Padang | Sekolah Islam (Kandangan Barat) | Simpur - Simp. Bilui | Simpur - Sp. 3 Muara Paring Agung | Slasa Garih - Ds. Kapuh | SP.4. Banjarbaru - Pihanin Raya | Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan | Sp. Bakarung Selatan - Sungai Kudung | Taniran Selatan - Rantauan | Tanjungan - Sp. 10 Batang Kulur - Sungai Kali | Tawia - Kayu Abang | Teluk Pinang - Padang Rasau | Tembok Kacil. Sei. Kudung | Teratai Menuju Komplek Perumnas Hamalau | Tibung Raya - Asam Cangkuk | Ulin - Tanggul (Balai Mas) | Wahab Syahrani | Wasah Hilir - Amparaya | Wasah Hilir - Sarang Halang | Wasah Tengah - Sungai Tarap,amd – desa lok binuang | angkinang selatan – tawia – wawaran | asam duhat – desa pantai ulin | asam seranggan – asam tamiyang | badaun – desa bjayau lama | bago tanggul – katilang – teratai | bajayau – desa bajayau tengah | bamban selatan – tanggang – panggang hijau | bamban tibung – martajiwa | batang kulur kanan – batang kulur kiri | batang kulur kanan – bumi berkat kisung | bayanan – pihanin | buluh – desa tebing tinggi | cangkingan herman | gang bidan desa tambak bitin | gerilya depan pustu habirau | gumbil – masimpan | guru h izim – desa pantai ulin | h m thaib | habib ibrahim – desa sei mandala | halaban | halunuk – riam tajam talo – hamak umpaya | haratai 2 balai ujung atas sdn haratai2 | hariti – sei raya selatan | ida manggala – padang makmur | jarau – parandakan | kalaka dayuh – desa sei raya utara | kalumpang – balimau | kalumpang desa balanti – teratai | kaminting batu | kampung kawat | kantor camat loksado ii | kayu abang – desa anjiran | loklahung – malaris | loksado – haratai | malilingin – lokbahan – paniungan | malinau – kandihin | malinau – katingin – kamawakan | mandapai – madang | mangaris – limau manis | manggis – desa baru | min pandak daun | musyawarah kandangan | negara – tumbukan banyu | pagar haur – malutu | paharuangan – asam dua | pandak daun buntut muradiyah – pakan dalam | paramaian | rel angkinang – angkinang | rs hasan basry ii | sei durian – desa gumbil | sei mandala murung raya | sei namang – desa tanah bangkang | sei raya selatan – malutu – goa berangin | siang gantung – desa baru | sirih – pacakan | sirih – taro | sman negara kh abdullah | sp 4 banjarbaru – pasar negara | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sp empat lungau – bangkau | sp empat lungau – garis | sukaramai – keramat | tabihi – telaga langsat | talapak manuk – desa kapuh | tamiyang – desa tamiyang eks | tanah habang – desa simpur | tanuhi – ulang | teluk haur i | teluk haur ii | tembok baru – desa baluti | tibung raya – hamalau dalam | tukang garit tambangan
AHP_WSM_20_vs_Historis_Any2026_Final,35,normatif_20 / AHP_WSM,refined_recall_max_any2026 / DecisionTree + rerank_population_focus,4,11.43,Amawang Muka - Getek | Angkinang - Telaga Langsat | SP.4. Banjarbaru - Pihanin Raya | Tumbukan Banyu - Banua Hanyar,AES Nasution | Air Miris - Ds. Wasah Hilir | Aluh Idut | Anggrek | Bakarung - Rantauan | Bina Bakat | Hamalau - Pahampangan | Haritas (PT. Pertani) | Karang Intan - Tanah Bangkang | Kesehatan - Komp. Rmh Dokter | Kolonel Sugiono | Menuju Stadion 2 Desember | Merah Johansyah - Melati | Musyawarah (Nagara) | Newangsekarti - Ds. Gambah Luar Muka | Panglima Batur | Papancan - Ds. Tanah Bangkang | Parindra | Pemuda | Pertanian - Ds. Wasah Tengah | Rantauan - Sungai Baru (Pulau) | Simpur - Sp. 3 Muara Paring Agung | Singakarsa - Palas | Taal Batang Kulur - Sp. 3 Muara Prg Agung | Taniran Selatan - Rantauan | Tawia - Kayu Abang | Teluk Mesjid - Sp. 4 Muara Banta | Tibung Raya - Asam Cangkuk | Wahab Syahrani | Wasah Hilir - Sarang Halang | Wasah Tengah - Sungai Tarap,angkinang – kayu abang – panggang hijau | angkinang selatan – tawia – wawaran | baiturrahim parincahan | bajayau – desa bajayau tengah | bakarung – tabihi – karang jawa | baluti – jambu hulu paku | gerilya depan pustu habirau | gumbil – masimpan | hamalau – ganda | hamalau – telaga bidadari – wasah hilir | jafri zamzam | kaliring – sp padang batung | malinau – katingin – kamawakan | mandapai – madang | mawangi – bukuanin – telaga langsat | padang batung – batulaki – malilingin | padang haur – desa wasah tengah | palajau – desa baluti | panggang hijau – desa tawar | rambai – bariang | samuda – bajayau | sei raya – jambu hulu paku | sei raya selatan – malutu – goa berangin | sei raya selatan – sarang halang | siang gantung – desa baru | sp 4 mesjid sirih – sarang nyamuk – asam tamiyang | sukaramai – keramat | tabihi – telaga langsat | tanjungan – sp 10 batang kulur – sei kali | tembok baru – desa baluti | tukang garit tambangan
