no_ruas,nama_ruas_raw,kecamatan_dilalui,panjang_ruas_km,lebar_ruas_m,perkerasan_hotmix_km,perkerasan_lapen_makadam_km,perkerasan_beton_km,perkerasan_telford_kerikil_km,perkerasan_tanah_belum_tembus_km,kondisi_baik_km,kondisi_baik_pct,kondisi_sedang_km,kondisi_sedang_pct,kondisi_rusak_ringan_km,kondisi_rusak_ringan_pct,kondisi_rusak_berat_km,kondisi_rusak_berat_pct,non_mantap_pct,lhr,akses_npk,keterangan_tahun
053,Gambah Luar - Gambah Dalam,Kandangan,1.29,3,1.2899999618530273,0,0,0,0,0,0.0,0.9900000095367432,76.744187,0.30000001192092896,23.255815,0,0.0,23.255815,0,0,2025
054,Pegangsaan Timur - Teluk Aman,Kandangan,1.05,3,1.0499999523162842,0,0,0,0,0,0.0,0.75,71.428571,0.30000001192092896,28.57143,0,0.0,28.57143,0,0,2025
055,Gambah Luar - Sungai Kudung,Kandangan,0.89,3.5,0.8899999856948853,0,0,0,0,0,0.0,0.38999998569488525,43.820223,0.4000000059604645,44.943821,0.10000000149011612,11.235955,56.179776,0,0,2025
056,Bakarung Tengah - Karang Jawa,Kandangan - Padang Batung,3.77,3.5,3.7699999809265137,0,0,0,0,0,0.0,3.069999933242798,81.432359,0.699999988079071,18.567639,0,0.0,18.567639,0,0,2025
057,Jl. Papagaran/Palangsatan,Kandangan - Simpur,1,3,1,0,0,0,0,0,0.0,0.30000001192092896,30.000001,0.699999988079071,69.999999,0,0.0,69.999999,0,0,2025
058,Jl. Tembok Kacil. Sei. Kudung,Kandangan - Padang Batung,0.37,3,0.3700000047683716,0,0,0,0,0,0.0,0.30000001192092896,81.081084,0.07000000029802322,18.918919,0,0.0,18.918919,0,0,2025
059,Jl. Mesjid Quba,Kandangan,0.21,3.5,0.20999999344348907,0,0,0,0,0,0.0,0.20999999344348907,99.999997,0,0.0,0,0.0,0.0,0,0,2025
060,Jl. Sungai Karuh ,Kandangan,1.96,3,1.9600000381469727,0,0,0,0,0,0.0,1.9600000381469727,100.000002,0,0.0,0,0.0,0.0,0,0,2025
061,Rambai - Bariang,Kandangan,1.21,3,1.2100000381469727,0,0,0,0,0,0.0,0.6000000238418579,49.586779,0.20000000298023224,16.528926,0.4099999964237213,33.884297,50.413223,0,0,2025
062,Jangkang - Pantai Ulin,Kandangan,1.69,3,1.100000023841858,0,0,0.5899999737739563,0,1,59.171598,0,0.0,0.10000000149011612,5.91716,0.5899999737739563,34.911241,40.828401,0,0,2025
063,Jl. Padang Palas,Kandangan,0.68,3,0.6800000071525574,0,0,0,0,0,0.0,0.47999998927116394,70.588234,0.20000000298023224,29.411765,0,0.0,29.411765,0,0,2025
064,Tibung Dalam - Teratai,Kandangan - Sungai Raya,0.52,3,0.5199999809265137,0,0,0,0,0,0.0,0.41999998688697815,80.769228,0.10000000149011612,19.23077,0,0.0,19.23077,0,0,2025
065,Jl. Kalaka Indah - Perumnas Tibung,Kandangan,0.41,3.5,0.4099999964237213,0,0,0,0,0,0.0,0.4099999964237213,99.999999,0,0.0,0,0.0,0.0,0,0,2025
066,Jl. Teratai Menuju Komplek Perumnas Hamalau,Kandangan - Sungai Raya,0.41,3,0.4099999964237213,0,0,0,0,0.10000000149011612,24.390244,0.3100000023841858,75.609757,0,0.0,0,0.0,0.0,0,0,2025
067,Teluk Pinang - Baluti,Kandangan,1.64,3.5,1.6399999856948853,0,0,0,0,0,0.0,1.6399999856948853,99.999999,0,0.0,0,0.0,0.0,0,0,2025
068,Tibung Raya - Hamalau Dalam,Kandangan,0.91,3.5,0.9100000262260437,0,0,0,0,0.20000000298023224,21.978022,0.6000000238418579,65.934069,0.10999999940395355,12.087912,0,0.0,12.087912,0,0,2025
069,Jl. Baiturrahim Parincahan,Kandangan,1.42,3,1.2000000476837158,0,0,0.2199999988079071,0,0,0.0,0.30000001192092896,21.126761,0.30000001192092896,21.126761,0.820000022649765,57.74648,78.873242,0,0,2025
070,Jl. Newangsekarti - Ds. Gambah Luar Muka,Kandangan,0.29,3,0.28999999165534973,0,0,0,0,0.28999999165534973,99.999997,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
071,Jl. Tembok Baru (Asam Cangkok),Kandangan,0.5,3,0.5,0,0,0,0,0,0.0,0.4000000059604645,80.000001,0.10000000149011612,20.0,0,0.0,20.0,0,0,2025
072,Sungai Paring - Toba,Kandangan - Simpur,0.84,3,0.8399999737739563,0,0,0,0,0,0.0,0.30000001192092896,35.714287,0.5400000214576721,64.285717,0,0.0,64.285717,0,0,2025
073,Jl. Tembok Baru - Ds. Baluti,Kandangan,0.14,3,0.14000000059604645,0,0,0,0,0,0.0,0.03999999910593033,28.571428,0.10000000149011612,71.428572,0,0.0,71.428572,0,0,2025
074,Jl. H. Jarkasi - Ds. Sungai Paring,Kandangan,0.12,3,0.11999999731779099,0,0,0,0,0,0.0,0.10000000149011612,83.333335,0.019999999552965164,16.666666,0,0.0,16.666666,0,0,2025
075,Bariang - Patigan,Kandangan,1.63,3,1.6299999952316284,0,0,0,0,0.6000000238418579,36.809817,1.0299999713897705,63.190182,0,0.0,0,0.0,0.0,0,0,2025
076,Gambah Dalam Barat - Mahulung,Kandangan - Angkinang,1.92,3,1.9199999570846558,0,0,0,0,0.11999999731779099,6.25,1.7999999523162842,93.749998,0,0.0,0,0.0,0.0,0,0,2025
077,Jl. Suriangpati - Gambah Dalam Barat,Kandangan,2.82,3,0.800000011920929,0,0,2.0199999809265137,0,0.10000000149011612,3.546099,0.10000000149011612,3.546099,0.5,17.730496,2.11999998241663,75.177304,92.907801,0,0,2025
078,Jl. Menuju SMP 7 - Ds. Gambah Dalam,Kandangan,1,3,1,0,0,0,0,0,0.0,0.4000000059604645,40.000001,0.6000000238418579,60.000002,0,0.0,60.000002,0,0,2025
079,Telaga Banta - Patigan,Kandangan,0.64,3,0.6399999856948853,0,0,0,0,0.6399999856948853,99.999998,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
080,Jl. Nomura ,Kandangan,0.41,3,0.4099999964237213,0,0,0,0,0,0.0,0.4099999964237213,99.999999,0,0.0,0,0.0,0.0,0,0,2025
081,Jl. Lorong Bupati,Kandangan,0.39,3,0.38999998569488525,0,0,0,0,0.10000000149011612,25.641026,0.28999999165534973,74.358972,0,0.0,0,0.0,0.0,0,0,2025
082,Jl. Biti - Sungai Kupang (Karya Bakti TNI) ,Kandangan,1.82,3,1.8200000524520874,0,0,0,0,0.5,27.472527,0.30000001192092896,16.483517,0.6200000047683716,34.065934,0.4000000059604645,21.978022,56.043957,0,0,2025
083,Jl. Palajau - Ds. Baluti,Kandangan,1.28,3,0,0,0.8799999952316284,0.4000000059604645,0,0.4000000059604645,31.25,0,0.0,0,0.0,0.8799999952316284,68.75,68.75,0,0,2025
084,Jl. RS. Hasan Basry II,Sungai Raya ,0.1,10,0.10000000149011612,0,0,0,0,0,0.0,0.10000000149011612,100.000001,0,0.0,0,0.0,0.0,0,0,2025
085,Tajun - Sp.3 Muara Paring Agung,Sungai Raya ,4.97,3.5,4.96999979019165,0,0,0,0,4.46999979019165,89.939634,0.5,10.060362,0,0.0,0,0.0,0.0,0,0,2025
086,Hamalau - Anjiran,Sungai Raya ,0.9,3,0.8999999761581421,0,0,0,0,0,0.0,0.800000011920929,88.88889,0.10000000149011612,11.111111,0,0.0,11.111111,0,0,2025
087,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,Sungai Raya ,7.3,3,7.300000190734863,0,0,0,0,0,0.0,7,95.890411,0.30000001192092896,4.109589,0,0.0,4.109589,0,0,2025
088,Sungai Raya Selatan - Sarang Halang,Sungai Raya ,2.62,3,2.619999885559082,0,0,0,0,0,0.0,0.3199999928474426,12.21374,0.699999988079071,26.717557,1.600000023841858,61.068703,87.78626,0,0,2025
089,Sp. Batang Kulur Kiri - Tatas,Sungai Raya ,2.37,3,2.369999885559082,0,0,0,0,0,0.0,0.5699999928474426,24.050633,1.7999999523162842,75.949365,0,0.0,75.949365,0,0,2025
090,Taal Batang Kulur - Sp. 3 Muara Prg Agung,Sungai Raya ,4.12,3.5,4.119999885559082,0,0,0,0,0.20000000298023224,4.854369,2.0999999046325684,50.970871,1.0199999809265137,24.757281,0.800000011920929,19.417476,44.174757,0,0,2025
091,Batang Kulur Kanan - Sarangan,Sungai Raya ,2.18,3,2.180000066757202,0,0,0,0,0,0.0,1.6799999475479126,77.064218,0.5,22.93578,0,0.0,22.93578,0,0,2025
092,Bumi Berkat - Mungkur Galah,Sungai Raya ,1.51,3,1.5099999904632568,0,0,0,0,0,0.0,1.2000000476837158,79.470202,0.3100000023841858,20.529801,0,0.0,20.529801,0,0,2025
093,Taal Jarau - Sp. Baru/Tampang,Sungai Raya ,5.65,3,5.650000095367432,0,0,0,0,2.8499999046325684,50.442476,2.799999952316284,49.557521,0,0.0,0,0.0,0.0,0,0,2025
094,Sungai Raya - Jambu Hulu/Paku,Sungai Raya - Padang Batung,5.17,5,5.170000076293945,0,0,0,0,5.170000076293945,100.000001,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
095,Sungai Raya Selatan - Malutu - Goa Berangin,Sungai Raya - Padang Batung,6.35,3.619999885559082,6.099999904632568,0,0,0.25,0,0.6000000238418579,9.448819,3.299999952316284,51.968503,0.4000000059604645,6.299213,2.049999952316284,32.283464,38.582677,0,0,2025
096,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,Sungai Raya - Simpur,3.77,3,3.7699999809265137,0,0,0,0,0,0.0,2.569999933242798,68.16976,1.100000023841858,29.177719,0.10000000149011612,2.65252,31.830239,0,0,2025
097,Asam Cangkuk - Telaga Bidadari,Sungai Raya ,0.83,2,0.6000000238418579,0,0.23000000417232513,0,0,0.20000000298023224,24.096386,0.029999999329447746,3.614458,0,0.0,0.6000000238418579,72.289159,72.289159,0,0,2025
098,Hamalau - Pahampangan,Sungai Raya ,0.78,3.5,0.7799999713897705,0,0,0,0,0.7799999713897705,99.999996,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
099,Ida Manggala - Padang Makmur,Sungai Raya ,3.69,3.5,2.700000047683716,0,0,0.9900000095367432,0,0,0.0,0.8999999761581421,24.390243,1.5,40.650407,1.2900000214576721,34.95935,75.609757,0,0,2025
100,Simpang Hamalau - Teluk Pinang,Sungai Raya ,0.68,3.5,0.6800000071525574,0,0,0,0,0.07999999821186066,11.764706,0.4000000059604645,58.82353,0.10000000149011612,14.705883,0.10000000149011612,14.705883,29.411765,0,0,2025
101,Teluk Pinang - Pahampangan Utara,Sungai Raya ,2.22,3.5,2.2200000286102295,0,0,0,0,1.600000023841858,72.072073,0.6200000047683716,27.927928,0,0.0,0,0.0,0.0,0,0,2025
102,Hamalau - Telaga Bidadari - Wasah Hilir,Sungai Raya ,4.94,5,4.940000057220459,0,0,0,0,0.14000000059604645,2.834008,1.899999976158142,38.461538,2.5999999046325684,52.631577,0.30000001192092896,6.072875,58.704452,0,0,2025
103,Karasikan - Sarang Halang,Sungai Raya ,1.9,3,1.899999976158142,0,0,0,0,0,0.0,0.8999999761581421,47.36842,0.30000001192092896,15.789474,0.699999988079071,36.842105,52.631579,0,0,2025
104,Tanjungan - Sp. 3 Sakijang,Sungai Raya ,1.59,3,1.590000033378601,0,0,0,0,0,0.0,0.10000000149011612,6.289308,0.5,31.446541,0.9900000095367432,62.264152,93.710692,0,0,2025
105,Sarang Halang Padang - Sp. Batang Kulur,Sungai Raya ,2.11,3,2.109999895095825,0,0,0,0,0.5,23.696682,1.1100000143051147,52.606636,0.20000000298023224,9.478673,0.30000001192092896,14.21801,23.696683,0,0,2025
106,Hamalau - Ganda,Sungai Raya - Kandangan,1.17,3.5,1.1699999570846558,0,0,0,0,0,0.0,0.5,42.735043,0.6700000166893005,57.264959,0,0.0,57.264959,0,0,2025
107,Tamiyang - Ds. Tamiyang (Eks TMMD),Sungai Raya ,2.04,3,0,0,0,2.0399999618530273,0,0,0.0,0,0.0,0,0.0,2.0399999618530273,99.999998,99.999998,0,0,2025
108,Tanah Bangkang Menuju Balai Benih Ikan,Sungai Raya ,0.66,3,0.6600000262260437,0,0,0,0,0,0.0,0.20000000298023224,30.303031,0.10000000149011612,15.151515,0.36000001430511475,54.545457,69.696972,0,0,2025
109,Karang Intan - Tanah Bangkang,Sungai Raya ,1.11,3,1.1100000143051147,0,0,0,0,0,0.0,1.1100000143051147,100.000001,0,0.0,0,0.0,0.0,0,0,2025
110,Jl. Haritas (PT. Pertani),Sungai Raya ,0.64,3,0.6399999856948853,0,0,0,0,0.20000000298023224,31.25,0.4399999976158142,68.75,0,0.0,0,0.0,0.0,0,0,2025
111,Paharuangan - Sei. Raya Selatan,Sungai Raya ,1.96,3.5,1.9600000381469727,0,0,0,0,0.6000000238418579,30.612246,0.800000011920929,40.816327,0.46000000834465027,23.469388,0.10000000149011612,5.102041,28.571429,0,0,2025
112,Jl. Bangga TMMD,Sungai Raya ,0.79,3.5,0.7900000214576721,0,0,0,0,0,0.0,0,0.0,0.7900000214576721,100.000003,0,0.0,100.000003,0,0,2025
113,Batang Kulur Kiri - Durian Landung,Sungai Raya ,0.55,3.5,0.550000011920929,0,0,0,0,0.44999998807907104,81.81818,0.10000000149011612,18.181818,0,0.0,0,0.0,0.0,0,0,2025
114,Jl. Taminung,Sungai Raya ,2.02,3.5,2,0,0,0.019999999552965164,0,0,0.0,2,99.009901,0,0.0,0.019999999552965164,0.990099,0.990099,0,0,2025
115,Matang Gadung - Halalang,Sungai Raya ,0.42,3,0.41999998688697815,0,0,0,0,0.41999998688697815,99.999997,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
116,"Sungai Raya Utara - Teluk Pinang 
				_x000D_
",Sungai Raya ,1.7,3,1.7000000476837158,0,0,0,0,0,0.0,1.5,88.235294,0.20000000298023224,11.764706,0,0.0,11.764706,0,0,2025
117,Jl. Mangunang - Ds. Sungai Raya Utara,Sungai Raya ,0.7,3,0.699999988079071,0,0,0,0,0,0.0,0.699999988079071,99.999998,0,0.0,0,0.0,0.0,0,0,2025
118,Hamalau - Asam Cangkok,Sungai Raya - Kandangan,1.43,3,1.4299999475479126,0,0,0,0,0.9300000071525574,65.034966,0.5,34.965035,0,0.0,0,0.0,0.0,0,0,2025
119,Hariti - Sungai Raya Selatan,Sungai Raya ,2.66,3,0.800000011920929,0,0,1.8600000143051147,0,0,0.0,0.4000000059604645,15.037594,0.30000001192092896,11.278196,1.9600000157952309,73.684211,84.962407,0,0,2025
120,Mangaris - Limau Manis,Sungai Raya ,4.1,3.5,0,0,0,4.099999904632568,0,0,0.0,0,0.0,0,0.0,4.099999904632568,99.999998,99.999998,0,0,2025
121,Jl. Munggu Raya - Ds. Hariti,Sungai Raya ,0.46,3,0.46000000834465027,0,0,0,0,0.10000000149011612,21.739131,0.36000001430511475,78.260873,0,0.0,0,0.0,0.0,0,0,2025
122,Paharuangan - Asam Dua,Sungai Raya ,0.91,3.5,0.20000000298023224,0,0,0.7099999785423279,0,0,0.0,0.20000000298023224,21.978022,0,0.0,0.7099999785423279,78.021976,78.021976,0,0,2025
123,Asam Seranggan - Asam Tamiyang,Sungai Raya ,1.02,4,0,0,1.0199999809265137,0,0,1.0199999809265137,99.999998,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
124,Jl. Papancan - Ds. Tanah Bangkang,Sungai Raya ,1.46,3,1.4600000381469727,0,0,0,0,1.4600000381469727,100.000003,0,0.0,0,0.0,0,0.0,0.0,0,0,2025
125,Jl. Baru - Asam Desa Baru,Sungai Raya ,1.32,3,1.3200000524520874,0,0,0,0,0.20000000298023224,15.151515,0.9200000166893005,69.696971,0.20000000298023224,15.151515,0,0.0,15.151515,0,0,2025
126,Jl. Sungai Namang - Ds. Tanah Bangkang,Sungai Raya ,0.73,3,0,0,0,0.7300000190734863,0,0,0.0,0,0.0,0,0.0,0.7300000190734863,100.000003,100.000003,0,0,2025
127,Jarau - Parandakan,Sungai Raya ,0.7,3,0.699999988079071,0,0,0,0,0,0.0,0,0.0,0.20000000298023224,28.571429,0.5,71.428571,100.0,0,0,2025
128,Mungkur Galah - Lokpaikat,Sungai Raya ,0.71,3,0.7099999785423279,0,0,0,0,0,0.0,0.20000000298023224,28.169015,0.5099999904632568,71.830985,0,0.0,71.830985,0,0,2025
129,Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),Sungai Raya ,1.61,3,1.6100000143051147,0,0,0,0,0,0.0,0,0.0,0,0.0,1.6100000143051147,100.000001,100.000001,0,0,2025
130,Batang Kulur Kanan - Batang Kulur Kiri,Sungai Raya ,0.82,3.5,0,0,0,0.8199999928474426,0,0,0.0,0,0.0,0,0.0,0.8199999928474426,99.999999,99.999999,0,0,2025
131,Jl. Manggis - Ds. Baru,Sungai Raya ,1.28,3.5,0,0,0,1.2799999713897705,0,0,0.0,0,0.0,0,0.0,1.2799999713897705,99.999998,99.999998,0,0,2025
132,Jl. TPA - Ds. Sungai Raya Selatan,Sungai Raya ,0.85,6,0.8500000238418579,0,0,0,0,0.6499999761581421,76.470585,0.20000000298023224,23.529412,0,0.0,0,0.0,0.0,0,0,2025
133,Jl. Pembangunan - Ds. Sungai Raya Utara,Sungai Raya ,0.95,3,0.949999988079071,0,0,0,0,0,0.0,0.3499999940395355,36.842105,0.4000000059604645,42.105264,0.20000000298023224,21.052632,63.157896,0,0,2025
134,Jl. Kalaka Dayuh - Ds. Sungai Raya Utara,Sungai Raya ,0.43,3,0,0,0,0.4300000071525574,0,0,0.0,0,0.0,0,0.0,0.4300000071525574,100.000002,100.000002,0,0,2025
